Country	Onshore or Offshore	Assessment Unit Code	Assessment Unit Name	Field Type	Percent of Assessed Volume Allocated to this Area	Units for Minimum Field Size	Minimum Field Size	Probability	Oil F95 (MMBO)	Oil F50 (MMBO)	Oil F5 (MMBO)	Oil Mean (MMBO)	Gas F95 (BCFG)	Gas F50 (BCFG)	Gas F5 (BCFG)	Gas Mean (BCFG)	NGL F95 (MMBNGL)	NGL F50 (MMBNGL)	NGL F5 (MMBNGL)	NGL Mean (MMBNGL)
Congo (Brazzaville)	offshore	NA	offshore total	oil	NA	NA	NA	1	1809.364427	5351.076329	10322.7311	5624.226396	3755.556875	11660.24656	24952.90235	12638.32077	175.7976543	566.3930997	1307.711942	631.6706464
Congo (Brazzaville)	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	885.7203688	3751.623558	9141.362012	4220.349163	36.35473371	159.9838821	423.8644351	185.885318
Congo (Brazzaville)	NA	NA	total	oil	NA	NA	NA	1	1873.76806	5520.653359	10626.35654	5799.604075	3888.924401	12029.79568	25693.45628	13033.07711	181.9440052	584.3163293	1346.980534	651.3742935
Congo (Brazzaville)	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	925.3761589	3883.119647	9422.421783	4362.35177	37.97548053	165.5795914	436.9838375	192.1253061
Congo (Kinshasa)	onshore	NA	onshore total	oil	NA	NA	NA	1	15.45687178	40.69848712	72.87010646	42.09064282	32.00820618	88.69179062	177.7329424	94.74152152	1.475124212	4.301575087	9.424462173	4.728875298
Congo (Kinshasa)	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	9.517389608	31.5590614	67.45434505	34.08062553	0.388979238	1.342970214	3.148656568	1.497597131
Congo (Kinshasa)	offshore	NA	offshore total	oil	NA	NA	NA	1	93.84245457	270.5687297	514.1177252	283.428282	194.6781169	589.5929048	1244.967403	637.1182774	9.0806898	28.63013383	65.39800848	31.83470822
Congo (Kinshasa)	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	48.64741143	193.8969721	459.3410708	216.1481687	1.99443829	8.264591694	21.32771153	9.515408735
Congo (Kinshasa)	NA	NA	total	oil	NA	NA	NA	1	109.2993263	311.2672168	586.9878317	325.5189248	226.6863231	678.2846954	1422.700346	731.8597989	10.55581401	32.93170892	74.82247065	36.56358351
Congo (Kinshasa)	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	58.16480104	225.4560335	526.7954159	250.2287942	2.383417528	9.607561908	24.47636809	11.01300587
Côte d'Ivoire	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Côte d'Ivoire	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Côte d'Ivoire	offshore	NA	offshore total	oil	NA	NA	NA	1	134.9893486	540.3710574	1270.175894	602.6917254	550.8398044	2307.49205	5907.25665	2652.2977	17.25267833	74.31048945	203.6009408	87.84335272
Côte d'Ivoire	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	753.4216767	3038.261057	7200.221079	3390.231116	16.78681263	70.70023662	181.7811497	81.42355674
Côte d'Ivoire	NA	NA	total	oil	NA	NA	NA	1	134.9893486	540.3710574	1270.175894	602.6917254	550.8398044	2307.49205	5907.25665	2652.2977	17.25267833	74.31048945	203.6009408	87.84335272
Côte d'Ivoire	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	753.4216767	3038.261057	7200.221079	3390.231116	16.78681263	70.70023662	181.7811497	81.42355674
Croatia	onshore	NA	onshore total	oil	NA	NA	NA	1	40.61176764	81.28952702	145.2417443	85.67167773	34.01226681	80.85930761	180.4475964	90.43979473	1.236917428	3.160998481	7.597385654	3.625807611
Croatia	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	394.7625626	766.3423858	1389.617428	813.831116	9.476560382	22.17789293	46.87176844	24.38939788
Croatia	offshore	NA	offshore total	oil	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
Croatia	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	320.3836797	763.8218301	1452.1742	813.3298421	0.562386527	1.519828468	3.591098592	1.717424773
Croatia	NA	NA	total	oil	NA	NA	NA	1	40.61176764	81.28952702	145.2417443	85.67167773	34.01226681	80.85930761	180.4475964	90.43979473	1.236917428	3.160998481	7.597385654	3.625807611
Croatia	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	715.1462424	1530.164216	2841.791628	1627.160958	10.03894691	23.69772139	50.46286703	26.10682265
Cuba	onshore	NA	onshore total	oil	NA	NA	NA	1	28.44384328	92.84954558	188.2067128	98.72774837	31.89323711	108.0641798	240.0536058	118.3112993	1.774401775	6.306621538	15.13222001	7.093187351
Cuba	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Cuba	offshore	NA	offshore total	oil	NA	NA	NA	1	113.7753731	371.3981823	752.8268511	394.9109935	127.5729484	432.2567192	960.2144232	473.2451971	7.097607099	25.22648615	60.52888004	28.3727494
Cuba	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Cuba	NA	NA	total	oil	NA	NA	NA	1	142.2192164	464.2477279	941.0335639	493.6387419	159.4661855	540.3208989	1200.268029	591.5564964	8.872008873	31.53310769	75.66110004	35.46593676
Cuba	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Czech Republic	onshore	NA	onshore total	oil	NA	NA	NA	1	2.825499641	8.452306739	18.00880885	9.22088085	7.356399426	23.04271812	53.26426232	25.78742122	0.408134597	1.342665471	3.363365302	1.545157243
Czech Republic	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	169.8127897	467.7414684	976.1025239	508.6914366	1.516440207	4.55552693	10.50411374	5.098675586
Czech Republic	offshore	NA	offshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Czech Republic	offshore	NA	offshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Czech Republic	NA	NA	total	oil	NA	NA	NA	1	2.825499641	8.452306739	18.00880885	9.22088085	7.356399426	23.04271812	53.26426232	25.78742122	0.408134597	1.342665471	3.363365302	1.545157243
Czech Republic	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	169.8127897	467.7414684	976.1025239	508.6914366	1.516440207	4.55552693	10.50411374	5.098675586
Denmark	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Denmark	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Denmark	offshore	NA	offshore total	oil	NA	NA	NA	1	34.52776622	87.81492225	176.6628869	94.79157573	25.18438072	68.48101891	151.1063434	75.81268718	1.388472158	4.016723461	9.557013184	4.545218497
Denmark	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	226.139127	641.8621751	1366.635394	700.7398701	10.3841574	31.12817936	72.41414267	35.02419355
Denmark	NA	NA	total	oil	NA	NA	NA	1	34.52776622	87.81492225	176.6628869	94.79157573	25.18438072	68.48101891	151.1063434	75.81268718	1.388472158	4.016723461	9.557013184	4.545218497
Denmark	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	226.139127	641.8621751	1366.635394	700.7398701	10.3841574	31.12817936	72.41414267	35.02419355
Ecuador	onshore	NA	onshore total	oil	NA	NA	NA	1	265.6362106	732.0441595	1577.097112	807.2766721	64.02297559	192.1404228	532.4371711	238.5032205	1.37522906	4.655956293	17.28787955	6.756459007
Ecuador	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	4.841599767	24.53005197	309.3182839	92.03221671	0.197659505	1.023267932	14.0643444	4.052401741
Ecuador	offshore	NA	offshore total	oil	NA	NA	NA	1	35.05371185	144.8556819	352.7552041	163.0078883	20.6388457	87.38522269	230.2615145	101.3724162	1.155786064	5.086994481	14.33443333	6.076502775
Ecuador	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	21.76272002	92.47731986	310.6132546	119.8609479	0.891781023	3.977368058	14.05292199	5.281106585
Ecuador	NA	NA	total	oil	NA	NA	NA	1	300.6899225	876.8998414	1929.852316	970.2845605	84.66182129	279.5256455	762.6986857	339.8756367	2.531015124	9.742950774	31.62231288	12.83296178
Ecuador	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	26.60431978	117.0073718	619.9315385	211.8931646	1.089440528	5.00063599	28.11726639	9.333508326
Egypt	onshore	NA	onshore total	oil	NA	NA	NA	1	292.5735761	856.2273784	1833.680701	931.4543984	311.884312	1042.08662	2588.278725	1190.827492	15.9577855	55.80407618	141.746002	64.33707212
Egypt	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	596.1226544	2378.607847	5492.114941	2625.874771	32.00157385	120.6482383	269.1230697	131.8413887
Egypt	offshore	NA	offshore total	oil	NA	NA	NA	1	687.7959438	2062.170627	4122.287321	2187.385869	892.5177267	3543.224163	9020.30312	4056.112889	48.71016716	207.4168885	548.5899754	240.9973795
Egypt	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	2856.847379	11619.95475	25591.27949	12562.58399	154.3554901	601.5416675	1315.781173	650.4267942
Egypt	NA	NA	total	oil	NA	NA	NA	1	980.3695199	2918.398005	5955.968022	3118.840267	1204.402039	4585.310784	11608.58184	5246.94038	64.66795266	263.2209647	690.3359774	305.3344516
Egypt	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	3452.970033	13998.5626	31083.39443	15188.45876	186.3570639	722.1899058	1584.904243	782.2681829
Equatorial Guinea	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Equatorial Guinea	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Equatorial Guinea	offshore	NA	offshore total	oil	NA	NA	NA	1	934.2543652	2269.024314	4041.177869	2352.135292	1485.84165	3788.81737	7634.799729	4067.964438	50.09819613	137.5781118	301.027948	151.5455254
Equatorial Guinea	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	1512.967547	3336.099806	5865.99454	3470.005805	88.58108211	190.4175395	334.5248915	198.2566709
Equatorial Guinea	NA	NA	total	oil	NA	NA	NA	1	934.2543652	2269.024314	4041.177869	2352.135292	1485.84165	3788.81737	7634.799729	4067.964438	50.09819613	137.5781118	301.027948	151.5455254
Equatorial Guinea	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	1512.967547	3336.099806	5865.99454	3470.005805	88.58108211	190.4175395	334.5248915	198.2566709
Eritrea	onshore	NA	onshore total	oil	NA	NA	NA	1	39.07357857	114.0159446	199.550603	116.0136163	86.82116762	261.0880928	496.4459999	272.0154584	5.14615084	15.53303785	29.7736849	16.22085355
Eritrea	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	645.6067547	2053.056654	3713.735654	2103.108282	37.21853813	120.7689743	230.2433801	125.6823674
Eritrea	offshore	NA	offshore total	oil	NA	NA	NA	1	125.1011213	437.8517366	810.0859865	442.9971363	277.9736543	973.7860793	1953.069258	1014.208001	16.47633168	53.77075351	106.4734898	56.23325174
Eritrea	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	2067.026669	7424.396156	13749.93519	7538.229259	119.1618742	420.1610481	812.800129	434.5732753
Eritrea	NA	NA	total	oil	NA	NA	NA	1	164.1746999	551.8676812	1009.63659	559.0107526	364.7948219	1234.874172	2449.515258	1286.223459	21.62248252	69.30379136	136.2471747	72.45410529
Eritrea	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	2712.633423	9477.45281	17463.67084	9641.337541	156.3804123	540.9300224	1043.043509	560.2556426
Falkland Islands (Islas Malvinas)	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Falkland Islands (Islas Malvinas)	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Falkland Islands (Islas Malvinas)	offshore	NA	offshore total	oil	NA	NA	NA	0.9	0	3947.516041	17273.68649	5832.762504	0	4661.744397	26253.61339	8068.91685	0	98.54852995	621.7177694	183.7994373
Falkland Islands (Islas Malvinas)	offshore	NA	offshore total	gas	NA	NA	NA	0.9	NA	NA	NA	NA	0	5802.366273	25011.3933	8512.120718	0	118.5986837	578.3263217	186.5162745
Falkland Islands (Islas Malvinas)	NA	NA	total	oil	NA	NA	NA	0.9	0	3947.516041	17273.68649	5832.762504	0	4661.744397	26253.61339	8068.91685	0	98.54852995	621.7177694	183.7994373
Falkland Islands (Islas Malvinas)	NA	NA	total	gas	NA	NA	NA	0.9	NA	NA	NA	NA	0	5802.366273	25011.3933	8512.120718	0	118.5986837	578.3263217	186.5162745
France	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
France	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
France	offshore	NA	offshore total	oil	NA	NA	NA	0.6	0	173.028734	1119.079235	310.6349813	0	363.1802647	2519.099136	685.0213549	0	20.86193785	154.0634991	41.14102098
France	offshore	NA	offshore total	gas	NA	NA	NA	0.6	NA	NA	NA	NA	0	16482.96927	59412.2293	20141.62151	0	685.8803877	2723.496727	885.4047839
France	NA	NA	total	oil	NA	NA	NA	0.6	0	173.028734	1119.079235	310.6349813	0	363.1802647	2519.099136	685.0213549	0	20.86193785	154.0634991	41.14102098
France	NA	NA	total	gas	NA	NA	NA	0.6	NA	NA	NA	NA	0	16482.96927	59412.2293	20141.62151	0	685.8803877	2723.496727	885.4047839
French Guiana	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
French Guiana	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
French Guiana	offshore	NA	offshore total	oil	NA	NA	NA	1	2.722836706	11.01871802	24.86224453	12.04369885	3.561614716	14.94481679	36.54662428	16.86205844	0.165755666	0.727573897	1.902308046	0.842245605
French Guiana	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	1.846928113	12.85900943	45.06517402	16.6836635	0.062968026	0.447450804	1.655879246	0.59464743
French Guiana	NA	NA	total	oil	NA	NA	NA	1	2.722836706	11.01871802	24.86224453	12.04369885	3.561614716	14.94481679	36.54662428	16.86205844	0.165755666	0.727573897	1.902308046	0.842245605
French Guiana	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	1.846928113	12.85900943	45.06517402	16.6836635	0.062968026	0.447450804	1.655879246	0.59464743
Gabon	onshore	NA	onshore total	oil	NA	NA	NA	1	240.1651874	812.2667224	1746.860867	880.4731959	420.0226682	1462.154854	3393.965887	1627.023452	19.44880732	71.01272496	178.1828125	81.38014353
Gabon	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	193.2949203	1025.829778	2720.469	1185.699757	8.040268938	43.88367435	125.2675196	52.22786397
Gabon	offshore	NA	offshore total	oil	NA	NA	NA	1	2057.959719	6764.272314	14323.09425	7303.693156	3553.948777	11951.07796	27348.92634	13233.20859	166.1118321	581.0605142	1429.404498	662.0002976
Gabon	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	1586.685044	7234.035925	18437.17918	8261.303048	65.7317083	309.4119557	849.7345066	363.9548043
Gabon	NA	NA	total	oil	NA	NA	NA	1	2298.124906	7576.539037	16069.95511	8184.166352	3973.971445	13413.23281	30742.89223	14860.23204	185.5606394	652.0732391	1607.587311	743.3804411
Gabon	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	1779.979964	8259.865703	21157.64818	9447.002806	73.77197724	353.29563	975.0020262	416.1826682
Germany	onshore	NA	onshore total	oil	NA	NA	NA	1	17.31346353	50.48666044	110.6969348	55.52648181	14.3113431	44.07347006	105.5994159	49.99638041	0.025566701	0.08737943	0.245893668	0.105727792
Germany	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	4271.592855	10361.63151	18384.52509	10763.87883	7.575940968	20.43189555	45.65115271	22.72217635
Germany	offshore	NA	offshore total	oil	NA	NA	NA	1	35.72775679	92.80206292	188.6675109	100.3803916	25.5800355	70.22819569	155.6678145	77.82549557	1.413478512	4.129943356	9.876835861	4.68024519
Germany	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	541.2811291	1899.804248	4330.062016	2101.478793	12.67391318	38.94771522	91.55398601	43.93023332
Germany	NA	NA	total	oil	NA	NA	NA	1	53.04122032	143.2887234	299.3644457	155.9068734	39.8913786	114.3016657	261.2672303	127.821876	1.439045213	4.217322785	10.12272953	4.785972981
Germany	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	4812.873984	12261.43575	22714.5871	12865.35763	20.24985415	59.37961077	137.2051387	66.65240967
Ghana	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Ghana	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Ghana	offshore	NA	offshore total	oil	NA	NA	NA	1	44.99644952	180.1236858	423.3919646	200.8972418	183.6132681	769.1640167	1969.08555	884.0992333	5.750892777	24.77016315	67.86698025	29.28111757
Ghana	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	251.1405589	1012.753686	2400.073693	1130.077039	5.59560421	23.56674554	60.59371656	27.14118558
Ghana	NA	NA	total	oil	NA	NA	NA	1	44.99644952	180.1236858	423.3919646	200.8972418	183.6132681	769.1640167	1969.08555	884.0992333	5.750892777	24.77016315	67.86698025	29.28111757
Ghana	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	251.1405589	1012.753686	2400.073693	1130.077039	5.59560421	23.56674554	60.59371656	27.14118558
Greenland	onshore	NA	onshore total	oil	NA	NA	NA	0.7	0	993.6742388	2236.298835	942.955227	0	932.1347107	2371.938827	942.9596615	0	52.84565102	149.9868367	56.53085898
Greenland	onshore	NA	onshore total	gas	NA	NA	NA	0.7	NA	NA	NA	NA	0	688.6040999	1623.580589	671.216296	0	25.94788272	69.16207694	26.86486622
Greenland	offshore	NA	offshore total	oil	NA	NA	NA	0.7	0	48690.0377	109578.6429	46204.80612	0	45674.60082	116225.0025	46205.02342	0	2589.4369	7349.354997	2770.01209
Greenland	offshore	NA	offshore total	gas	NA	NA	NA	0.7	NA	NA	NA	NA	0	33741.6009	79555.44885	32889.5985	0	1271.446253	3388.94177	1316.378445
Greenland	NA	NA	total	oil	NA	NA	NA	0.7	0	49683.71194	111814.9417	47147.76135	0	46606.73553	118596.9413	47147.98308	0	2642.282551	7499.341833	2826.542949
Greenland	NA	NA	total	gas	NA	NA	NA	0.7	NA	NA	NA	NA	0	34430.205	81179.02944	33560.8148	0	1297.394136	3458.103847	1343.243311
Grenada	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Grenada	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Grenada	offshore	NA	offshore total	oil	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
Grenada	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	169.9463112	716.304478	1724.433695	804.127806	1.591185329	6.911747445	18.23888787	8.032335836
Grenada	NA	NA	total	oil	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
Grenada	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	169.9463112	716.304478	1724.433695	804.127806	1.591185329	6.911747445	18.23888787	8.032335836
Guinea-Bissau	onshore	NA	onshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Guinea-Bissau	onshore	NA	onshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Guinea-Bissau	offshore	NA	offshore total	oil	NA	NA	NA	1	3.718957675	28.71696551	103.1248915	37.72591485	7.837838122	61.19253943	232.2555864	82.91566386	0.448531056	3.569837568	14.26374319	4.969101272
Guinea-Bissau	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	19.8830465	99.44605	306.3254844	122.5151817	0.830535204	4.254430584	13.98303662	5.39719957
Guinea-Bissau	NA	NA	total	oil	NA	NA	NA	1	3.718957675	28.71696551	103.1248915	37.72591485	7.837838122	61.19253943	232.2555864	82.91566386	0.448531056	3.569837568	14.26374319	4.969101272
Guinea-Bissau	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	19.8830465	99.44605	306.3254844	122.5151817	0.830535204	4.254430584	13.98303662	5.39719957
Guyana	onshore	NA	onshore total	oil	NA	NA	NA	1	5.309531577	21.48650015	48.48137684	23.48521276	6.945148697	29.14239274	71.26591734	32.88101396	0.323223549	1.418769099	3.70950069	1.642378931
Guyana	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	3.60150982	25.07506839	87.87708933	32.53314382	0.122787652	0.872529068	3.22896453	1.159562488
Guyana	offshore	NA	offshore total	oil	NA	NA	NA	1	448.4355189	1996.218737	4566.1087	2182.06584	831.4748342	3836.931806	9528.484795	4334.961341	46.21455682	222.8009937	602.3237582	259.5766911
Guyana	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	297.1380632	1385.495456	3771.263776	1621.467784	12.26008987	58.78319715	170.0818573	70.69442161
Guyana	NA	NA	total	oil	NA	NA	NA	1	453.7450505	2017.705237	4614.590077	2205.551053	838.4199829	3866.074199	9599.750712	4367.842355	46.53778037	224.2197628	606.0332589	261.2190701
Guyana	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	300.739573	1410.570524	3859.140866	1654.000928	12.38287752	59.65572621	173.3108219	71.8539841
Hungary	onshore	NA	onshore total	oil	NA	NA	NA	1	56.82094538	136.2673819	268.0537682	146.2137265	50.19368122	141.0188734	335.7817545	160.1276605	1.760985826	5.118852724	12.93951959	5.941324285
Hungary	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	950.3248297	2240.85703	4086.086524	2348.18063	24.09720816	65.83070445	140.9854072	72.06323712
Hungary	offshore	NA	offshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Hungary	offshore	NA	offshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Hungary	NA	NA	total	oil	NA	NA	NA	1	56.82094538	136.2673819	268.0537682	146.2137265	50.19368122	141.0188734	335.7817545	160.1276605	1.760985826	5.118852724	12.93951959	5.941324285
Hungary	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	950.3248297	2240.85703	4086.086524	2348.18063	24.09720816	65.83070445	140.9854072	72.06323712
India	onshore	NA	onshore total	oil	NA	NA	NA	1	257.6915817	720.2256916	1540.872412	787.3061714	599.4113757	1806.208257	4240.836956	2034.487509	33.28035491	105.3606826	267.272924	122.022754
India	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	2851.7494	10057.01052	22390.83017	11028.65478	26.28218899	97.30542554	254.3052342	113.2271291
India	offshore	NA	offshore total	oil	NA	NA	NA	1	568.7841619	1707.881707	3155.698176	1768.323942	1189.719795	3708.813324	7663.322975	3978.460062	25.26596542	86.57247528	202.7599135	96.73557126
India	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	3603.916503	12162.97525	26236.96569	13237.64926	80.87091184	262.9276506	590.2544576	289.5392224
India	NA	NA	total	oil	NA	NA	NA	1	826.4757436	2428.107399	4696.570588	2555.630113	1789.13117	5515.021582	11904.15993	6012.947571	58.54632033	191.9331579	470.0328376	218.7583253
India	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	6455.665903	22219.98578	48627.79585	24266.30404	107.1531008	360.2330762	844.5596918	402.7663515
Indonesia	onshore	NA	onshore total	oil	NA	NA	NA	1	792.1850294	2069.483069	4023.388417	2196.955574	1083.676868	3312.134604	7549.968786	3688.731331	53.18967683	175.3143946	440.914385	201.8992177
Indonesia	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	14527.94256	37660.99781	71800.11377	39729.83357	197.3627949	568.007061	1264.0972	627.7285229
Indonesia	offshore	NA	offshore total	oil	NA	NA	NA	1	1496.059566	4885.671392	10133.53448	5237.974183	3502.519069	12133.30125	27739.12227	13442.03474	191.2041239	694.0511091	1720.346223	792.5975749
Indonesia	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	14998.91376	47328.08838	98209.15057	50848.92539	314.4296402	1043.166821	2367.138743	1154.587722
Indonesia	NA	NA	total	oil	NA	NA	NA	1	2288.244595	6955.154461	14156.9229	7434.929756	4586.195937	15445.43585	35289.09105	17130.76608	244.3938007	869.3655037	2161.260608	994.4967927
Indonesia	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	29526.85632	84989.08619	170009.2643	90578.75897	511.7924351	1611.173882	3631.235944	1782.316245
Iran	onshore	NA	onshore total	oil	NA	NA	NA	1	12199.38494	37196.10212	75042.86764	39653.72572	16014.27512	51957.61341	116251.0035	57244.83376	655.1862651	2253.028381	5488.690177	2556.071769
Iran	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	36434.90836	111488.4345	225801.395	118952.7204	1473.613858	4736.736547	10506.0713	5211.616242
Iran	offshore	NA	offshore total	oil	NA	NA	NA	1	4088.984272	12639.68062	25500.78844	13460.64797	6468.328508	22372.07474	50679.44054	24694.91471	287.2470653	1070.785098	2648.260945	1217.991348
Iran	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	40320.06241	107640.7317	206999.8292	113674.8848	1613.832348	4575.966332	9653.216637	4969.261677
Iran	NA	NA	total	oil	NA	NA	NA	1	16288.36921	49835.78274	100543.6561	53114.37368	22482.60363	74329.68815	166930.444	81939.74848	942.4333304	3323.813479	8136.951123	3774.063117
Iran	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	76754.97078	219129.1662	432801.2242	232627.6052	3087.446205	9312.702878	20159.28793	10180.87792
Iraq	onshore	NA	onshore total	oil	NA	NA	NA	1	14152.73308	42653.43439	83926.69163	45098.75332	14784.91868	46868.20517	102013.566	51165.59793	506.4538202	1694.232971	3947.799899	1891.044225
Iraq	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	21960.58457	65793.37896	124951.1943	68840.42855	1348.984718	4099.116803	8071.434995	4334.23259
Iraq	offshore	NA	offshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
Iraq	offshore	NA	offshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
Iraq	NA	NA	total	oil	NA	NA	NA	1	14152.73308	42653.43439	83926.69163	45098.75332	14784.91868	46868.20517	102013.566	51165.59793	506.4538202	1694.232971	3947.799899	1891.044225
Iraq	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	21960.58457	65793.37896	124951.1943	68840.42855	1348.984718	4099.116803	8071.434995	4334.23259
Italy	onshore	NA	onshore total	oil	NA	NA	NA	1	38.79074733	293.2801788	915.7915358	360.4805388	81.21536596	625.5502627	2077.36853	792.5562745	4.680185608	36.40566015	129.4180769	47.617445
