Province Code	Province Name	Field Type	Province Probability	Oil F95 (MMBO)	Oil F50 (MMBO)	Oil F5 (MMBO)	Oil Mean (MMBO)	Gas F95 (BCFG)	Gas F50 (BCFG)	Gas F5 (BCFG)	Gas Mean (BCFG)	NGL F95 (MMBNGL)	NGL F50 (MMBNGL)	NGL F5 (MMBNGL)	NGL Mean (MMBNGL)
5243	Alberta Basin	gas	1	NA	NA	NA	NA	4715.999396	10611.23994	19535.45662	11208.9484	108.8783032	265.0243223	537.7126592	286.787792
5244	"Williston Basin, Canada"	oil	1	58.67337752	142.6986283	285.2065234	153.8914975	25.07357436	65.42061674	143.499139	72.53508221	1.513047988	4.184174878	9.896205587	4.74448059
5244	"Williston Basin, Canada"	gas	1	NA	NA	NA	NA	206.793954	408.7792934	718.1027043	429.9243638	3.988221682	8.738981651	17.22519884	9.431297219
5245	Rocky Mountain Deformed Belt	oil	1	2.169526099	5.557270606	11.23147816	5.994162684	1.160745572	3.251696148	7.322376588	3.618062097	0.064258065	0.190381506	0.461574562	0.217321808
5245	Rocky Mountain Deformed Belt	gas	1	NA	NA	NA	NA	1327.37337	3006.612679	5578.000522	3182.303119	28.44019439	69.70454787	141.9485286	75.48840584
5246	Mackenzie Foldbelt	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
5246	Mackenzie Foldbelt	gas	1	NA	NA	NA	NA	17.60355371	40.91298301	76.42647675	43.42129753	0.321510822	0.799161823	1.644663128	0.868611655
5301	Tampico-Misantla Basin	oil	1	186.9796107	773.1727618	2011.031606	892.5505465	356.163101	1525.888047	4248.5119	1812.909535	20.11385433	89.36386085	264.8919997	108.756521
5301	Tampico-Misantla Basin	gas	1	NA	NA	NA	NA	57.82097495	217.4461435	484.3134449	238.387371	2.363303559	9.276920633	22.47808288	10.47651357
5302	Veracruz Basin	oil	1	220.1597227	855.0539096	2023.420163	954.8683346	413.4358086	1694.670486	4354.390766	1953.052709	23.24188314	98.85210018	272.9286565	117.0797955
5302	Veracruz Basin	gas	1	NA	NA	NA	NA	937.5199701	3549.656233	7838.232147	3878.589266	38.28314586	151.4005558	363.9582662	170.4409301
5304	Saline-Comalcalco Basin	oil	1	2042.346347	6539.234021	13499.85789	7017.806644	2944.962719	9723.420501	21924.23607	10736.55283	164.2243364	567.0144962	1384.15151	644.9141545
5304	Saline-Comalcalco Basin	gas	1	NA	NA	NA	NA	674.3106795	4725.947848	13880.84692	5686.08794	28.19590274	201.8800865	633.9854695	249.8943474
5305	Villahermosa Uplift	oil	1	2477.571372	7218.367762	13114.28814	7435.734535	4479.227401	13579.56728	27298.88296	14406.97503	249.0921366	789.2896962	1738.267588	864.3527376
5305	Villahermosa Uplift	gas	1	NA	NA	NA	NA	133.1824276	909.5265861	3317.758239	1215.892681	5.591284489	38.90678578	150.0773738	53.43438342
5306	Macuspana Basin	oil	1	34.28578084	98.86003135	177.3706471	101.4576971	62.99567334	189.6383454	377.7912581	200.5860312	3.502679055	11.0194968	24.07388807	12.03276725
5306	Macuspana Basin	gas	1	NA	NA	NA	NA	1.07837091	6.004291152	26.81316294	8.982909667	0.045240549	0.257384221	1.204157907	0.394798907
5307	Campeche-Sigsbe Salt Basin	oil	1	605.8568714	1930.633644	5502.368801	2477.699224	883.5463821	2900.706801	9657.338087	4012.079658	49.26253937	169.1332525	603.0621208	240.9390499
5307	Campeche-Sigsbe Salt Basin	gas	1	NA	NA	NA	NA	174.4798316	1283.384858	3828.090371	1553.245713	7.314319474	54.82789988	174.7071627	68.26289116
5308	Yucatan Platform	oil	1	95.35131937	278.9761077	2266.585542	753.8700019	158.1703497	482.2551675	4558.303805	1437.148484	8.806124517	28.04863939	280.5588274	86.23721836
5308	Yucatan Platform	gas	1	NA	NA	NA	NA	11.18504498	46.91694172	146.9587856	58.94376043	0.465664711	2.00987575	6.69784382	2.59229411
5310	Sierra Madre de Chiapas-Peten Foldbelt	oil	1	301.6611224	868.7709802	1550.18339	890.0156564	558.6568012	1680.170018	3336.582787	1775.264469	31.05939759	97.62459488	212.6639835	106.4941658
5310	Sierra Madre de Chiapas-Peten Foldbelt	gas	1	NA	NA	NA	NA	7.375453502	45.03001149	217.2326704	70.27123446	0.310343363	1.930623844	9.73044619	3.087978218
5316	Trans-Mexican Neovolcanic Axis	oil	1	6.912212636	26.85297749	63.46303448	29.9715274	12.78423887	52.78452063	135.3228318	60.76625911	0.718723765	3.076722278	8.492695359	3.642814575
5316	Trans-Mexican Neovolcanic Axis	gas	1	NA	NA	NA	NA	32.65393587	122.5851534	269.5129954	133.7793391	1.333263255	5.228547503	12.51824663	5.878847688
5317	Chicontepec Basin	oil	1	3.537598828	12.84330676	31.72318839	14.62055745	7.299819342	27.48688804	73.07151686	32.15929837	0.410900437	1.613370857	4.528141013	1.92569104
5317	Chicontepec Basin	gas	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
6021	Guyana-Suriname Basin	oil	1	2793.362242	13936.7039	32581.57747	15246.87112	5184.474663	26805.927	68052.90865	30335.33738	288.271195	1556.422585	4296.342656	1817.46481
6021	Guyana-Suriname Basin	gas	1	NA	NA	NA	NA	1850.76408	9995.979902	27855.71598	11723.03564	76.40910908	424.4805109	1259.080912	512.154617
6022	Foz do Amazonas Basin	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
6022	Foz do Amazonas Basin	gas	1	NA	NA	NA	NA	7628.399898	27785.22569	58079.35274	29839.72373	70.59334132	270.7528862	619.9182333	298.4021166
6029	Sergipe-Alagoas Basin	oil	1	196.6724164	1271.342973	3526.832549	1487.472183	410.702346	2694.566253	8080.660477	3260.139065	22.90835523	155.3616506	498.2448021	194.5047982
6029	Sergipe-Alagoas Basin	gas	1	NA	NA	NA	NA	956.8297396	4309.483301	11828.6194	5073.792293	39.09636943	182.6973716	536.3948742	220.5907986
6034	Espirito Santo Basin	oil	1	303.7970887	2337.776574	7735.585772	2958.54144	620.6290633	5031.702294	18217.91367	6643.553909	34.46248653	289.8718543	1116.671934	395.8746586
6034	Espirito Santo Basin	gas	1	NA	NA	NA	NA	3089.024039	22349.26324	70363.14877	27642.99973	130.6730484	952.9498384	3224.485215	1216.474285
6035	Campos Basin	oil	1	3441.737612	14234.52496	36478.54582	16293.13437	3217.785849	12882.02398	34234.50297	14974.50793	89.86230019	374.0580265	1073.551858	449.2727616
6035	Campos Basin	gas	1	NA	NA	NA	NA	527.2776017	3619.002308	12432.86155	4716.785611	11.08524857	76.95872076	283.8087478	103.7452006
6036	Santos Basin	oil	1	4116.589734	21963.08867	46265.28921	23208.84386	7644.729108	37301.75556	85053.86358	40722.64662	429.3541407	2177.344499	5371.801618	2441.913374
6036	Santos Basin	gas	1	NA	NA	NA	NA	9954.779747	37113.9811	78603.12706	39823.94433	407.1677998	1585.290457	3651.911259	1752.495209
6037	Pelotas Basin	oil	0.9	0	2547.946774	7183.63949	2937.768111	0	5420.904437	16605.14852	6466.59531	0	313.7672683	1027.039554	387.8127079
6037	Pelotas Basin	gas	0.9	NA	NA	NA	NA	0	14221.50186	39186.60169	16339.13228	0	605.5834366	1810.920473	719.4524947
6041	Putumayo-Oriente-Maranon Basin	oil	1	1027.696565	2787.378293	6065.842556	3097.67578	235.5737509	687.6078457	2142.128133	919.3379451	4.352006805	13.88241526	69.86565871	24.95047577
6041	Putumayo-Oriente-Maranon Basin	gas	1	NA	NA	NA	NA	0	58.67715182	2462.31895	676.6870379	0	2.190971697	112.0843988	29.78578938
6045	Santa Cruz-Tarija Basin	oil	1	277.281562	1719.174313	5548.418705	2145.128115	687.4258194	4327.675041	15032.28721	5597.38955	38.56690269	249.9974302	935.8834713	335.6873655
6045	Santa Cruz-Tarija Basin	gas	1	NA	NA	NA	NA	9930.597458	24073.34431	46059.23422	25509.52015	341.4782369	882.5967607	1866.188272	963.8351558
6055	Neuquen Basin	oil	1	411.7443852	1212.990482	2413.094983	1289.538369	1122.690917	3444.232664	7529.100188	3773.477277	20.17963504	65.47146125	155.1251112	73.6005401
6055	Neuquen Basin	gas	1	NA	NA	NA	NA	2544.025955	8137.992173	16341.22579	8642.266095	33.1852878	116.1285125	271.2126994	129.5597358
6058	San Jorge Basin	oil	1	159.9625856	470.1200189	927.5539195	498.1894298	175.1928122	529.9229524	1117.65068	574.0548634	3.276148871	10.30072357	23.62549125	11.48301998
6058	San Jorge Basin	gas	1	NA	NA	NA	NA	892.4823219	2961.19546	6245.0718	3199.447116	16.57681697	57.37707677	132.9819178	63.95206194
6059	Magallanes Basin	oil	1	225.7601401	665.033017	1305.697592	704.2707433	759.7603166	2258.611694	4724.36174	2437.030325	5.627955743	17.54033475	39.93229593	19.48316864
6059	Magallanes Basin	gas	1	NA	NA	NA	NA	3992.196427	11181.34597	20655.76471	11603.46164	94.88700586	273.5717936	541.3217326	290.0433884
6060	Falklands Plateau	oil	0.9	0	3947.516041	17273.68649	5832.762504	0	4661.744397	26253.61339	8068.91685	0	98.54852995	621.7177694	183.7994373
6060	Falklands Plateau	gas	0.9	NA	NA	NA	NA	0	5802.366273	25011.3933	8512.120718	0	118.5986837	578.3263217	186.5162745
6063	Malvinas Basin	oil	1	160.9241273	900.1221335	2327.112696	1030.90738	602.7731734	3472.962913	9783.152934	4122.531255	24.9123377	148.5069714	448.0576141	181.4501703
6063	Malvinas Basin	gas	1	NA	NA	NA	NA	1071.941307	6292.144547	16406.91295	7204.67827	25.85330721	154.0247225	422.0321536	180.15822
6081	Talara Basin	oil	1	483.9848348	1625.086761	3213.735974	1711.25646	719.2327804	2516.756639	5503.861074	2738.515566	40.4237913	146.7821017	347.1816793	164.2922319
6081	Talara Basin	gas	1	NA	NA	NA	NA	523.2796911	1886.817164	4133.046675	2056.68985	21.36498739	80.68859365	191.9721606	90.4510622
6083	Progreso Basin	oil	1	47.46359528	204.8832163	534.2972322	236.669612	27.94087994	123.6602224	347.6209358	147.2225681	1.566792768	7.199488854	21.5565624	8.825149877
6083	Progreso Basin	gas	1	NA	NA	NA	NA	69.73809682	432.0431656	1422.518229	547.5485934	2.910014578	18.47386898	64.23629672	24.09960616
6090	Middle Magdalena	oil	1	219.9671637	655.391354	1372.958641	708.8033608	257.2812399	872.2057213	2150.920956	992.6869795	14.3568564	50.84519526	134.8088929	59.56712887
6090	Middle Magdalena	gas	1	NA	NA	NA	NA	661.4148365	2073.604563	4709.623251	2299.620808	17.72839491	60.4700256	157.4414503	70.54236249
6096	Llanos Basin	oil	1	793.2762491	3179.657261	8001.222556	3630.770692	725.2866702	3140.072891	9319.205084	3835.1688	40.74477233	183.7806451	576.9246085	230.0551419
6096	Llanos Basin	gas	1	NA	NA	NA	NA	364.1825564	1920.925181	6019.235333	2381.341325	15.75442573	84.33550733	276.0964662	107.0189655
6098	East Venezuela Basin	oil	1	2155.097261	10509.48289	26739.87387	11875.30385	3231.172815	18558.39378	52721.49258	21846.52769	179.6813196	1076.682294	3305.821933	1309.837895
6098	East Venezuela Basin	gas	1	NA	NA	NA	NA	16223.16625	65885.91031	148794.023	71714.39875	662.1568026	2809.10035	6929.115156	3155.436313
6099	Maracaibo Basin	oil	1	3132.952087	7867.88449	14199.13991	8183.349495	4570.097179	11798.81935	22433.28784	12451.20099	254.4076554	688.8214679	1443.205867	747.4519944
6099	Maracaibo Basin	gas	1	NA	NA	NA	NA	1287.189462	4677.236148	10421.03355	5124.78844	52.17669835	200.0438026	484.6137583	225.5231423
6103	Tobago Trough	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
6103	Tobago Trough	gas	1	NA	NA	NA	NA	4248.65778	17907.61195	43110.84238	20103.19515	39.77963321	172.7936861	455.9721967	200.8083959
6107	Lesser Antilles Deformed Belt	oil	0.5	0	157.3670834	6091.770653	1535.55585	0	332.8900964	13597.63271	3382.579671	0	18.58394417	832.6509103	203.3573395
6107	Lesser Antilles Deformed Belt	gas	0.5	NA	NA	NA	NA	0	905.544576	33277.9768	8574.117281	0	38.71829703	1501.848465	378.3116558
6117	Greater Antilles Deformed Belt	oil	1	142.2192164	464.2477279	941.0335639	493.6387419	159.4661855	540.3208989	1200.268029	591.5564964	8.872008873	31.53310769	75.66110004	35.46593676
6117	Greater Antilles Deformed Belt	gas	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
7013	Senegal	oil	1	15.49565698	119.654023	429.6870481	157.1913119	32.65765884	254.9689143	967.7316099	345.4819328	1.868879399	14.8743232	59.43226327	20.70458863
7013	Senegal	gas	1	NA	NA	NA	NA	82.84602709	414.3585417	1276.356185	510.4799236	3.460563351	17.7267941	58.2626526	22.48833154
7183	Gulf of Guinea	oil	1	224.9822476	900.6184291	2116.959823	1004.486209	918.0663407	3845.820083	9845.427749	4420.496167	28.75446388	123.8508157	339.3349013	146.4055879
7183	Gulf of Guinea	gas	1	NA	NA	NA	NA	1255.702795	5063.768429	12000.36846	5650.385193	27.97802105	117.8337277	302.9685828	135.7059279
7192	Niger Delta	oil	1	17487.25389	39975.01547	65123.02561	40487.33814	28702.94371	70119.53992	133579.297	74055.69125	902.7218312	2291.525064	4608.009946	2459.352475
7192	Niger Delta	gas	1	NA	NA	NA	NA	28844.94779	57910.44876	90585.4317	58660.06691	1740.752573	3516.883593	5593.989001	3574.290295
7203	West-Central Coastal	oil	1	9032.721723	27917.3979	56464.81468	29746.64611	17693.18937	56368.03435	123798.314	61607.9361	827.3484866	2738.605964	6482.864425	3079.868957
7203	West-Central Coastal	gas	1	NA	NA	NA	NA	5268.079206	23152.14896	58793.73234	26435.91216	217.0920216	988.747399	2714.820634	1164.377334
7303	Orange River Coastal	oil	1	22.63091603	86.80869927	312.0531925	116.1796538	45.82166345	186.4226814	700.7087008	255.6482986	2.543527625	10.92428062	42.963623	15.31732379
7303	Orange River Coastal	gas	1	NA	NA	NA	NA	629.4983447	2828.516018	7889.085678	3347.628203	25.82562952	120.6773626	361.0636256	147.2647534
8025	Sulaiman-Kirthar	oil	1	3.950692795	10.86083114	22.86497352	11.85437707	7.949696227	23.21783174	53.41300347	26.03565442	0.443216536	1.356325593	3.384369206	1.562688004
8025	Sulaiman-Kirthar	gas	1	NA	NA	NA	NA	3795.876062	11493.47988	24856.56353	12572.46487	125.3497495	393.2301671	908.4516507	440.1851248
8026	Kohat-Potwar	oil	1	53.79629076	139.6622313	273.8080182	148.6152149	109.7743443	298.9131072	636.9610725	326.5178766	6.059829938	17.48404763	40.46729914	19.60365713
8026	Kohat-Potwar	gas	1	NA	NA	NA	NA	273.4805427	881.4528838	2053.658091	987.0096626	9.033757148	30.19062419	74.66302276	34.54729261
8034	Assam	oil	1	167.1341254	374.3014448	710.2965745	398.9455582	370.8966752	895.9233586	1864.608539	979.6231518	20.44719049	52.37652634	118.5202543	58.75889756
8034	Assam	gas	1	NA	NA	NA	NA	27.58346561	156.6502377	514.7707781	198.2361289	1.145278415	6.669634146	23.24399304	8.712883137
8042	Indus	oil	1	34.37102731	94.48923094	198.9252696	103.1330805	69.16235718	201.9951361	464.6931302	226.5101935	3.855983862	11.80003266	29.44401209	13.59538564
8042	Indus	gas	1	NA	NA	NA	NA	3568.123498	12884.62013	36858.82688	15737.35096	117.8287645	439.6842193	1336.970938	550.9643704
8043	Bombay	oil	1	640.1956962	1994.645346	3850.608937	2090.794539	1379.427323	4492.880178	9725.360011	4888.437004	35.93182063	132.2144043	331.8347425	151.3207697
8043	Bombay	gas	1	NA	NA	NA	NA	2369.872541	7506.061102	15486.89341	8055.777179	76.66089914	244.2077098	533.2779492	266.5507874
8047	Ganges-Brahmaputra Delta	oil	1	30.63428737	92.12106554	211.1342898	102.6423317	61.54750295	196.7959109	488.9260639	225.7605604	3.423812835	11.46283246	30.57246165	13.52238002
8047	Ganges-Brahmaputra Delta	gas	1	NA	NA	NA	NA	14285.71636	50160.77426	110308.0514	54865.49129	56.446814	220.3028764	601.7212571	259.7183111
8048	Irrawaddy	oil	1	102.4150978	623.5504233	1689.749885	724.4828873	355.7127594	2235.18831	6654.205867	2697.174905	20.22514874	129.8604374	413.1733117	161.8894596
8048	Irrawaddy	gas	1	NA	NA	NA	NA	3842.949532	15740.46015	38680.04031	17823.66769	129.2347322	538.7653369	1399.373533	623.1561823
