Province Code	Province Name	Onshore or Offshore	Assessment Unit Code	Assessment Unit Name	Field Type	Percent of Assessed Volume Allocated to this Area	Units for Minimum Field Size	Minimum Field Size	Probability	Oil F95 (MMBO)	Oil F50 (MMBO)	Oil F5 (MMBO)	Oil Mean (MMBO)	Gas F95 (BCFG)	Gas F50 (BCFG)	Gas F5 (BCFG)	Gas Mean (BCFG)	NGL F95 (MMBNGL)	NGL F50 (MMBNGL)	NGL F5 (MMBNGL)	NGL Mean (MMBNGL)
1150	North Ustyurt Basin	onshore	11500201	Jurassic-Tertiary Reservoirs	oil	89.75	MMBO	3	1	32.46810477	110.9230172	265.1903276	125.0499352	24.05903447	86.01339525	222.5632071	99.99573835	1.344638305	5.013875744	13.9888582	6.005127783
1150	North Ustyurt Basin	onshore	11500201	Jurassic-Tertiary Reservoirs	gas	89.75	BCFG	18	1	NA	NA	NA	NA	610.2840904	1705.296115	3577.127564	1856.804843	16.82748845	50.16656071	114.3010135	55.79350125
1150	North Ustyurt Basin	offshore	11500201	Jurassic-Tertiary Reservoirs	oil	10.25	MMBO	3	1	3.708056534	12.66808831	30.28636054	14.28146893	2.747689174	9.823256839	25.41808215	11.42012611	0.153565935	0.572615336	1.597613332	0.685822393
1150	North Ustyurt Basin	offshore	11500201	Jurassic-Tertiary Reservoirs	gas	10.25	BCFG	18	1	NA	NA	NA	NA	69.69818303	194.7552666	408.529889	212.0584918	1.921802303	5.729328661	13.05387619	6.371959752
1150	North Ustyurt Basin	onshore	11500301	Upper Paleozoic Carbonates	oil	100	MMBO	10	0.8	0	0	0	0	0	0	0	0	0	0	0	0
1150	North Ustyurt Basin	onshore	11500301	Upper Paleozoic Carbonates	gas	72.5	BCFG	60	0.8	NA	NA	NA	NA	0	5561.541538	15423.60788	6162.707354	0	236.4606463	705.2656136	270.8485851
1150	North Ustyurt Basin	offshore	11500301	Upper Paleozoic Carbonates	gas	27.5	BCFG	60	0.8	NA	NA	NA	NA	0	2109.550238	5850.334022	2337.578652	0	89.69196927	267.5145431	102.7356702
1154	Amu-Darya Basin	onshore	11540101	Northern and Western Areas	oil	100	MMBO	3	1	22.28849923	66.52685592	129.0282462	70.0789686	82.81340909	258.7596024	551.0620787	280.3532163	4.607036123	15.08077051	34.91529327	16.80378825
1154	Amu-Darya Basin	onshore	11540101	Northern and Western Areas	gas	100	BCFG	18	1	NA	NA	NA	NA	3727.294829	8873.052957	15881.6197	9266.660052	53.36749134	133.9151691	270.3786899	144.3221355
1154	Amu-Darya Basin	onshore	11540102	Karabil-Badkhyz (Southern Area)	oil	100	MMBO	3	1	31.20721051	82.57241762	160.7482394	87.57145988	57.39522864	160.0316211	342.5958055	174.7546354	3.154295995	9.393332217	21.49026227	10.47262643
1154	Amu-Darya Basin	onshore	11540102	Karabil-Badkhyz (Southern Area)	gas	100	BCFG	18	1	NA	NA	NA	NA	3471.904821	7144.60514	12534.39832	7482.270507	48.86579793	108.2367049	213.9194064	116.4951723
1154	Amu-Darya Basin	onshore	11540103	Murgab Depression Suprasalt	oil	100	MMBO	3	1	0	0	0	0	0	0	0	0	0	0	0	0
1154	Amu-Darya Basin	onshore	11540103	Murgab Depression Suprasalt	gas	100	BCFG	18	1	NA	NA	NA	NA	1232.045741	4211.215887	9670.299703	4684.104629	8.213900417	28.79365117	70.68298415	32.80072557
1154	Amu-Darya Basin	onshore	11540104	Murgab Depression Subsalt	oil	100	MMBO	5	1	39.20548761	103.8008611	216.7868935	112.6237081	358.3324249	1007.46992	2304.667574	1126.790294	19.68490672	59.22960171	145.4338141	67.5672407
