Assessment Unit Code	Asssement Unit Name	Field Type 	Estimated Mean Number of Undiscovered Fields	Units for Minimum  Field Size	Minimum Field Size	Percent of Fields in 0.5 to 1 MMBOE	Percent of Fields in 1 to 2 MMBOE	Percent of Fields in 2 to 4 MMBOE	Percent of Fields in 4 to 8 MMBOE	Percent of Fields in 8 to 16 MMBOE	Percent of Fields in 16 to 32 MMBOE	Percent of Fields in 32 to 64 MMBOE	Percent of Fields in 64 to 128 MMBOE	Percent of Fields in 128 to 256 MMBOE	Percent of Fields in 256 to 512 MMBOE	"Percent of Fields in 512 to 1,024 MMBOE"	"Percent of Fields in 1,024 to 2,048 MMBOE"	"Percent of Fields in 2,048 to 4,096 MMBOE"	"Percent of Fields in 4,096 to 8,192 MMBOE"	"Percent of Fields in 8,192 to 16,384 MMBOE"	"Percent of Fields in 16,384 to 32,768 MMBOE"	"Percent of Fields in 32,768 to 65,536 MMBOE"	"Percent of Fields in >65,536 MMBOE"																				
11120103	Gograndag-Okarem Zone and Adjacent Shelf	 gas	50.5	 BCFG	30	0.00	0.00	0.00	9.84	21.04	21.04	18.10	13.47	8.60	4.67	2.15	0.83	0.27	0.00	0.00	0.00	0.00	0.00
11120104	Central Offshore	 oil	41.6	 MMBO	10	0.00	0.00	0.00	0.00	7.74	21.37	23.01	19.74	13.99	8.17	3.91	1.53	0.49	0.06	0.00	0.00	0.00	0.00
11120104	Central Offshore	 gas	61.8	 BCFG	60	0.00	0.00	0.00	0.00	7.74	21.37	23.01	19.74	13.99	8.17	3.91	1.53	0.49	0.06	0.00	0.00	0.00	0.00
11120105	Iran Onshore/Nearshore	 oil	5	 MMBO	5	0.00	0.00	0.00	10.15	30.19	27.63	18.19	9.14	3.51	1.02	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11120105	Iran Onshore/Nearshore	 gas	9.9	 BCFG	30	0.00	0.00	0.00	10.15	30.19	27.63	18.18	9.14	3.51	1.02	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11500101	Mesozoic Sandstone Reservoirs	 oil	16.4	 MMBO	3	0.00	0.00	4.02	19.91	22.44	20.18	15.28	9.71	5.15	2.26	0.82	0.22	0.00	0.00	0.00	0.00	0.00	0.00
11500101	Mesozoic Sandstone Reservoirs	 gas	0	 BCFG	18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11500201	Jurassic-Tertiary Reservoirs	 oil	10.8	 MMBO	3	0.00	0.00	8.80	41.25	28.95	14.13	5.20	1.43	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11500201	Jurassic-Tertiary Reservoirs	 gas	26.8	 BCFG	18	0.00	0.00	8.80	41.25	28.95	14.13	5.20	1.43	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11500301	Upper Paleozoic Carbonates	 oil	0	 MMBO	10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11500301	Upper Paleozoic Carbonates	 gas	25.7	 BCFG	60	0.00	0.00	0.00	0.00	27.39	32.60	20.08	11.24	5.47	2.25	0.77	0.18	0.00	0.00	0.00	0.00	0.00	0.00
11540101	Northern and Western Areas	 oil	10.2	 MMBO	3	0.00	0.00	27.90	50.28	16.26	4.48	0.99	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11540101	Northern and Western Areas	 gas	109.2	 BCFG	18	0.00	0.00	8.88	39.09	28.46	15.03	6.15	1.93	0.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11540102	Karabil-Badkhyz (Southern Area)	 oil	10.3	 MMBO	3	0.00	0.00	16.45	51.13	22.89	7.44	1.82	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11540102	Karabil-Badkhyz (Southern Area)	 gas	62.7	 BCFG	18	0.00	0.00	3.34	28.72	31.47	21.29	10.39	3.71	0.97	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11540103	Murgab Depression Suprasalt	 oil	0	 MMBO	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11540103	Murgab Depression Suprasalt	 gas	44	 BCFG	18	0.00	0.00	5.94	33.46	29.68	18.28	8.60	3.09	0.84	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11540104	Murgab Depression Subsalt	 oil	3.1	 MMBO	5	0.00	0.00	0.00	0.07	10.78	43.81	35.60	9.00	0.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11540104	Murgab Depression Subsalt	 gas	91.6	 BCFG	30	0.00	0.00	0.00	10.99	16.78	16.31	15.20	13.15	10.38	7.40	4.74	2.72	1.40	0.64	0.26	0.04	0.00	0.00
11740101	Upper Jurassic-Cretaceous Sandstones	 oil	1075	 MMBO	5	0.00	0.00	0.00	32.47	27.19	17.02	10.82	6.43	3.45	1.65	0.70	0.26	0.01	0.00	0.00	0.00	0.00	0.00
11740101	Upper Jurassic-Cretaceous Sandstones	 gas	21.7	 BCFG	30	0.00	0.00	0.00	36.60	33.68	16.98	8.00	3.29	1.14	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11740201	Pre-Upper Jurassic	 oil	327.8	 MMBO	5	0.00	0.00	0.00	37.81	30.72	16.36	8.58	4.08	1.70	0.61	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11740201	Pre-Upper Jurassic	 gas	10.8	 BCFG	30	0.00	0.00	0.00	32.52	43.39	17.49	5.29	1.19	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11740301	Northern West Siberian Onshore Gas	 oil	16	 MMBO	20	0.00	0.00	0.00	0.00	0.00	10.02	44.08	31.46	11.59	2.57	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11740301	Northern West Siberian Onshore Gas	 gas	120.8	 BCFG	120	0.00	0.00	0.00	0.00	0.00	25.26	27.95	19.27	12.78	7.70	4.10	1.90	0.76	0.26	0.00	0.00	0.00	0.00
11740302	South Kara Sea Offshore	 oil	22.3	 MMBO	20	0.00	0.00	0.00	0.00	0.00	13.61	30.04	25.11	16.67	8.98	3.89	1.34	0.36	0.00	0.00	0.00	0.00	0.00
11740302	South Kara Sea Offshore	 gas	74	 BCFG	120	0.00	0.00	0.00	0.00	0.00	6.85	15.12	17.02	16.98	15.06	11.79	8.09	4.85	2.53	1.14	0.45	0.11	0.00
12070101	Yenisey Foldbelt Riphean-Craton Margin Riphean	 oil	22.3	 MMBO	5	0.00	0.00	0.00	15.47	26.80	22.28	16.19	10.17	5.44	2.45	0.92	0.28	0.00	0.00	0.00	0.00	0.00	0.00
12070101	Yenisey Foldbelt Riphean-Craton Margin Riphean	 gas	33.7	 BCFG	30	0.00	0.00	0.00	15.47	26.80	22.28	16.19	10.17	5.44	2.45	0.92	0.28	0.00	0.00	0.00	0.00	0.00	0.00
12100101	Baikal-Patom Foldbelt Riphean-Craton Margin Vendian	 oil	25.9	 MMBO	5	0.00	0.00	0.00	10.15	24.29	23.60	18.65	12.26	6.67	2.98	1.08	0.32	0.00	0.00	0.00	0.00	0.00	0.00
12100101	Baikal-Patom Foldbelt Riphean-Craton Margin Vendian	 gas	117	 BCFG	30	0.00	0.00	0.00	15.47	26.80	22.28	16.19	10.17	5.44	2.45	0.92	0.28	0.00	0.00	0.00	0.00	0.00	0.00
13220101	Onshore and Offshore Northeastern Shelf	 oil	43.1	 MMBO	5	0.00	0.00	0.00	9.63	24.47	24.13	18.99	12.28	6.50	2.79	0.97	0.25	0.00	0.00	0.00	0.00	0.00	0.00
13220101	Onshore and Offshore Northeastern Shelf	 gas	85.8	 BCFG	30	0.00	0.00	0.00	13.62	22.88	20.45	16.56	11.92	7.50	4.09	1.92	0.77	0.27	0.00	0.00	0.00	0.00	0.00
20040101	Ma'Rib-Al Jawf/Shabwah/Masila	 oil	71.5	 MMBO	5	0.00	0.00	0.00	5.68	27.53	30.84	21.32	10.25	3.49	0.84	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20040101	Ma'Rib-Al Jawf/Shabwah/Masila	 gas	35	 BCFG	30	0.00	0.00	0.00	13.15	34.96	27.51	15.40	6.47	2.04	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
