Assessment Unit Code	Assessment Unit Name	Field Type	Units for Minimum Field Size	Minimum Field Size	Assessment Unit Probability	Oil F95 (MMBO)	Oil F50 (MMBO)	Oil F5 (MMBO)	Oil Mean (MMBO)	Gas F95 (BCFG)	Gas F50 (BCFG)	Gas F5 (BCFG)	Gas Mean (BCFG)	NGL F95 (MMBNGL)	NGL F50 (MMBNGL)	NGL F5 (MMBNGL)	NGL Mean (MMBNGL)	Units for Largest	Largest F95	Largest F50	Largest F5	Largest Mean
20190102	Cretaceous Reservoirs in South Gulf Suprasalt Structural	gas	BCFG	60	1	NA	NA	NA	NA	332.3861396	965.672887	2093.312275	1056.861734	13.59031884	41.38650553	97.16951225	46.53177965	BCFG	144.9609019	331.6635209	945.6566805	408.1252468
20190103	Mesozoic/Tertiary Foredeep Fold and Thrust	oil	MMBO	10	1	105.0399775	442.0224824	1155.033803	513.0802778	592.2600009	2577.174953	7273.463613	3084.223102	33.38806914	151.2410006	451.8226311	185.3706332	MMBO	39.54073341	132.4359089	476.4198863	176.7886408
20190103	Mesozoic/Tertiary Foredeep Fold and Thrust	gas	BCFG	60	1	NA	NA	NA	NA	2676.851617	11090.15063	26149.38655	12334.3323	110.1812733	473.0458164	1213.919546	543.1070037	BCFG	612.8973919	2070.857808	6581.089737	2603.792122
20190201	Jurassic Reservoirs in Northwest Desert Anticlines	oil	MMBO	10	1	2446.125578	9524.787018	22559.84966	10632.86476	5048.279331	20366.10356	52450.06378	23450.69409	282.789652	1189.217211	3280.751545	1405.006491	MMBO	561.2977975	2010.257234	6775.044235	2580.613005
20190201	Jurassic Reservoirs in Northwest Desert Anticlines	gas	BCFG	60	1	NA	NA	NA	NA	6264.486539	20641.94696	45831.02035	22607.61913	256.7344873	879.4940823	2121.100456	993.8350518	BCFG	1601.186822	5101.951019	17478.58094	6635.202382
20190202	Jurassic Reservoirs in South Gulf Suprasalt/Qatar Arch Structural	oil	MMBO	10	1	1138.9305	3604.540601	7288.868233	3845.246043	2316.803023	7709.236738	17088.03064	8462.808134	130.5309404	451.1068916	1080.960418	508.4857531	MMBO	169.0643532	462.9166807	1162.041974	533.9916839
20190202	Jurassic Reservoirs in South Gulf Suprasalt/Qatar Arch Structural	gas	BCFG	60	1	NA	NA	NA	NA	989.7451299	3554.236098	8464.99964	3993.895146	40.36854933	152.0101293	392.5950079	175.7147808	BCFG	262.1129244	758.7196315	2332.105787	945.5044404
20190301	Khuff Carbonates in Salt Structures	oil	MMBO	10	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20190301	Khuff Carbonates in Salt Structures	gas	BCFG	60	1	NA	NA	NA	NA	6755.715761	21507.86797	44074.23212	22999.20919	274.9825764	919.5522822	2061.542175	1011.669834	BCFG	1171.548851	3608.066817	10832.74911	4446.053567
20190302	Paleozoic Reservoirs	oil	MMBO	10	1	2106.776108	11111.51276	31523.06432	13234.91324	5965.654168	32240.94638	98254.5448	39738.57077	338.0357092	1887.108113	6116.822848	2384.106648	MMBO	560.1300282	2928.122006	12880.40541	4233.975882
20190302	Paleozoic Reservoirs	gas	BCFG	60	1	NA	NA	NA	NA	72454.52172	262034.5503	564141.1576	284153.7453	5422.751861	20363.54897	48271.86907	22750.80463	BCFG	11763.82058	41108.41781	102658.9031	47103.13199
20210101	Central Arch Horst-Block Anticlinal Oil and Gas	oil	MMBO	20	1	7301.286075	18596.34181	32828.94081	19189.56927	10587.41694	27513.7932	51123.08887	28756.2169	586.4723265	1598.887589	3281.020643	1723.18324	MMBO	829.6860418	1927.438795	4184.810289	2140.57182
20210101	Central Arch Horst-Block Anticlinal Oil and Gas	gas	BCFG	120	1	NA	NA	NA	NA	79478.4417	199003.1065	333005.3612	201630.9835	6237.919777	15742.29876	27326.9173	16137.69186	BCFG	8557.201189	20215.32065	42897.35952	22212.02064
20210102	North Gulf Salt Basin Structural Gas	oil	MMBO	20	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20210102	North Gulf Salt Basin Structural Gas	gas	BCFG	120	1	NA	NA	NA	NA	62440.59912	146136.6296	266548.7143	152951.9671	2491.370128	6251.264482	12578.43394	6726.526208	BCFG	7840.060719	19682.69975	48050.72123	22623.63075
20210201	Horst-Block Anticlinal Oil	oil	MMBO	20	1	11295.97474	26408.42189	43172.42373	26714.63454	6566.210514	15640.52622	27022.60671	16055.11991	241.9264661	606.0103772	1169.659238	642.2236894	MMBO	1102.739705	2491.949319	5178.883869	2728.400738
20210201	Horst-Block Anticlinal Oil	gas	BCFG	120	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20210202	Salt-Involved Structural Oil	oil	MMBO	20	1	5695.800462	14420.34946	26217.63162	14988.70003	6691.409747	17141.96267	31971.58032	17990.90295	246.8634362	666.8008321	1375.713052	719.3793941	MMBO	816.3000605	1925.663866	4609.095977	2204.345571
20210202	Salt-Involved Structural Oil	gas	BCFG	120	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20230101	Horst/Graben-Related Oil and Gas	oil	MMBO	5	1	754.2399864	2438.239761	5140.703329	2632.240642	1101.694366	3615.152451	7943.325674	3948.055754	61.46450774	211.0126683	501.8126932	237.0589194	MMBO	147.3449508	454.9918157	1384.335875	563.0186479
20230101	Horst/Graben-Related Oil and Gas	gas	BCFG	30	1	NA	NA	NA	NA	19887.80255	58627.61455	106687.5522	60562.21356	1565.592285	4655.535045	8689.526691	4842.755778	BCFG	2003.058653	4690.495318	8928.779866	4992.667346
20230201	Platform Horst/Graben-Related Oil	oil	MMBO	5	1	1530.364094	4605.077765	8038.296387	4682.316428	1127.696762	3570.002086	6951.580703	3747.808281	62.86759658	207.4332924	445.6457358	224.9150328	MMBO	173.8517679	385.9941116	771.6421743	417.6889935
20230201	Platform Horst/Graben-Related Oil	gas	BCFG	30	1	NA	NA	NA	NA	1192.103516	4583.872197	10051.7957	4992.963411	48.7878019	195.3063692	471.2908031	219.3585958	BCFG	247.4508662	619.5544758	1455.082919	700.019484
20230202	Basinal Oil and Gas	oil	MMBO	20	1	571.9707989	1834.380821	3351.968493	1886.418819	832.0213132	2708.692262	5216.136807	2830.381411	46.57894475	157.3794488	334.356283	169.8424716	MMBO	114.1422148	270.1595783	680.2515754	314.8394653
20230202	Basinal Oil and Gas	gas	BCFG	120	1	NA	NA	NA	NA	3409.60128	11104.54308	20202.36899	11370.64088	140.5120583	471.9004295	953.2984975	499.8696184	BCFG	685.1641122	1625.999227	4096.803462	1890.527158
20300101	Cretaceous Reservoirs	oil	MMBO	10	1	23736.07528	70698.94148	139785.2593	74910.68963	22021.7775	68519.93405	149403.3625	74916.45344	521.4372276	1690.861121	3855.462939	1873.190329	MMBO	3408.20447	10533.13837	25532.30741	11984.3416
20300101	Cretaceous Reservoirs	gas	BCFG	60	1	NA	NA	NA	NA	10982.35346	27346.11264	53403.39104	29181.26215	441.9492167	1168.973653	2517.880297	1283.351966	BCFG	1811.143418	4556.288442	12179.86124	5401.398784
20300102	Tertiary Reservoirs	oil	MMBO	10	1	5729.418144	18163.40955	38086.83951	19604.94115	11622.36967	38845.90012	88938.77426	43119.37564	647.3288901	2261.973707	5647.416031	2590.459641	MMBO	950.9021933	2888.950199	7843.045726	3425.642898
20300102	Tertiary Reservoirs	gas	BCFG	60	1	NA	NA	NA	NA	14710.46295	46903.3584	96797.41366	50380.08131	605.2026565	2002.988623	4504.621839	2213.372106	BCFG	2474.592335	6401.727741	15473.92073	7312.224497
20300201	Northern Qatar Arch Extension	oil	MMBO	20	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20300201	Northern Qatar Arch Extension	gas	BCFG	120	1	NA	NA	NA	NA	20677.90095	64824.29052	131517.7629	69030.51537	838.672692	2763.258532	6137.687488	3039.145375	BCFG	3678.47286	10584.45813	29165.88723	12596.96677
20430101	Southeast Sirte Clastics	oil	MMBO	10	1	889.8261721	2293.068381	4130.300526	2379.940445	195.0384054	672.2284162	1878.527593	808.067431	11.58919138	40.21473979	113.2703062	48.46818802	MMBO	147.9473601	321.675795	736.1397634	363.1317982
20430101	Southeast Sirte Clastics	gas	BCFG	60	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20430102	Central Sirte Carbonates	oil	MMBO	5	1	1710.507691	3785.214383	6143.891537	3840.016208	1488.285999	3633.33191	6945.818078	3841.3982	88.32927547	217.1586256	419.1812161	230.6272382	MMBO	175.4871789	384.5231116	825.3256365	426.3405358
20430102	Central Sirte Carbonates	gas	BCFG	30	1	NA	NA	NA	NA	2467.253288	5618.185114	11252.09314	6076.151759	70.78486347	166.1495007	346.5740499	182.27874	BCFG	466.1529179	1228.632769	3670.70785	1521.91789
20430103	Offshore Sirte Hypothetical	oil	MMBO	10	0.48	0	0	1253.85673	381.7372467	0	0	6632.646767	1909.264674	0	0	400.0806618	114.6522492	MMBO	66.84681613	175.1973914	556.1538997	222.6526016
20430103	Offshore Sirte Hypothetical	gas	BCFG	60	0.48	NA	NA	NA	NA	0	0	7487.87875	2289.888967	0	0	228.9283441	68.59604199	BCFG	404.0429117	1053.265802	3327.879931	1338.063225
20430104	Southeast Sirte Hypothetical	oil	MMBO	5	0.5	0	69.7602358	823.9374995	252.7545629	0	12.69493058	221.8723629	59.50313533	0	0.756038044	13.35392795	3.569201256	MMBO	41.16785723	105.1489078	295.3003698	127.1742994
20430104	Southeast Sirte Hypothetical	gas	BCFG	30	0.5	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	oil	MMBO	4	1	171.4762792	601.8707926	1368.892365	667.3600915	319.0706336	1169.428455	2897.804841	1335.206006	9.452603277	36.51758496	97.60850525	42.73406867	MMBO	34.70253475	93.5502448	246.4279684	109.8335474
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	gas	BCFG	24	1	NA	NA	NA	NA	363.1549204	1273.661192	2904.110332	1410.927739	5.296101094	18.85590176	44.74394619	21.16182379	BCFG	96.60381218	239.9743111	626.026325	282.9172395
20480201	Jurassic-Cretaceous Structural/Stratigraphic	oil	MMBO	1	1	95.85222271	363.3538659	840.7373563	403.0122083	179.7427046	703.1880879	1786.034244	806.5332184	2.606828233	10.42156487	27.37134298	12.09844023	MMBO	19.51408329	55.96082973	148.5174442	65.59548204
20480201	Jurassic-Cretaceous Structural/Stratigraphic	gas	BCFG	6	1	NA	NA	NA	NA	293.5541994	1311.8538	3181.1656	1473.174864	2.782273421	12.70500128	33.53299725	14.71696808	BCFG	74.03796651	235.3594111	684.4492049	284.9679385
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	oil	MMBO	10	1	292.1751507	802.2161113	1450.036019	830.1979506	233.4261942	673.0456804	1354.516255	719.5618582	8.649100455	26.22301109	57.96808572	28.79640161	MMBO	40.35975968	96.07307648	254.5961386	113.6773463
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	gas	BCFG	60	1	NA	NA	NA	NA	268.8185835	1416.792027	3639.625302	1621.067755	12.76796115	68.50421042	191.9553867	81.15946273	BCFG	111.1840708	317.6710112	1029.573876	405.2239976
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	oil	MMBO	1	1	348.3277373	1629.346248	4224.082145	1875.122822	449.9893644	2174.653983	6078.790861	2573.726012	16.87483696	84.06878763	252.4245777	103.1716464	MMBO	95.96109971	403.1448281	1556.530021	549.5721561
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	gas	BCFG	6	1	NA	NA	NA	NA	495.1769566	2031.671717	5060.070849	2312.840988	33.34075728	142.0421473	382.4163727	166.2138231	BCFG	160.0141665	538.5338747	1756.023104	686.0672993
20540301	Tanezzuft-Ghadames Structural/Stratigraphic	oil	MMBO	1	1	989.9084621	3992.575971	9520.061604	4461.47636	1273.807589	5291.991543	13732.80276	6110.020195	47.98242625	206.0069261	575.7188661	244.3943915	MMBO	197.1561553	678.6688575	1938.979932	817.2940121
20540301	Tanezzuft-Ghadames Structural/Stratigraphic	gas	BCFG	6	1	NA	NA	NA	NA	1403.438224	5310.731842	12468.60089	5924.747882	147.9923418	575.5140457	1479.758066	664.0698332	BCFG	299.0531703	865.1658403	2284.80885	1013.810542
20560101	Tanezzuft-Illizi Structural/Stratigraphic	oil	MMBO	10	1	600.7847779	2520.389853	5999.911523	2814.155552	2654.669564	11443.91927	29734.28504	13235.36429	55.09041109	244.4765848	685.1275248	290.7858071	MMBO	85.73259345	205.4445839	419.4566154	222.1639836
20560101	Tanezzuft-Illizi Structural/Stratigraphic	gas	BCFG	60	1	NA	NA	NA	NA	5809.171936	14241.4546	24285.90354	14549.99389	213.4134095	550.5751469	1054.529938	581.7359845	BCFG	752.7859854	1633.280528	3695.58286	1842.411044
20580101	Tanezzuft-Timimoun Structural/Stratigraphic	oil	MMBO	4	1	6.538407977	24.7199654	79.52619883	31.47916618	23.87622741	90.27845628	306.7115377	118.0148375	1.357359847	5.29882221	18.87557204	7.088033653	MMBO	5.99763163	15.09548319	58.54151516	21.3761591
20580101	Tanezzuft-Timimoun Structural/Stratigraphic	gas	BCFG	24	1	NA	NA	NA	NA	386.6202343	919.6886543	1942.035764	1009.51065	16.89082741	42.98687996	98.11653904	48.44219331	BCFG	94.93676592	241.4296059	764.8527412	308.538824
20580201	Tanezzuft-Ahnet Structural/Stratigraphic	oil	MMBO	4	1	6.449861027	25.15496169	89.09887198	33.61094928	3.446643933	13.60297634	49.94788609	18.50923193	0.197170564	0.800642596	3.081794529	1.110865579	MMBO	5.841525375	15.52041625	67.26124419	23.31495652
20580201	Tanezzuft-Ahnet Structural/Stratigraphic	gas	BCFG	24	1	NA	NA	NA	NA	871.535751	2677.726391	5962.882134	2954.5581	40.13646416	130.1147136	316.2041228	147.740207	BCFG	166.3385864	457.1777316	1323.637595	557.193956
20580301	Tanezzuft-Sbaa Structural/Stratigraphic	oil	MMBO	10	1	44.96533527	146.1372501	334.4839868	162.4672118	22.9736606	77.97269974	193.5326002	89.30695078	1.290315602	4.546419686	12.2239581	5.366853747	MMBO	25.40130564	54.69886802	131.5052388	63.10341701
20580301	Tanezzuft-Sbaa Structural/Stratigraphic	gas	BCFG	60	1	NA	NA	NA	NA	137.0347946	442.7959199	1359.73925	555.3647304	1.270549061	4.297139046	14.08349902	5.567679691	BCFG	71.5629493	159.2761128	791.6488548	258.8627749
20580401	Tanezzuft-Mouydir Structural/Stratigraphic	oil	MMBO	5	0.4	0	0	53.73007544	12.4820175	0	0	202.8469623	46.75184797	0	0	12.4921538	2.817577027	MMBO	6.537964	14.40291224	56.2018568	20.65597886
20580401	Tanezzuft-Mouydir Structural/Stratigraphic	gas	BCFG	30	0.4	NA	NA	NA	NA	0	0	1056.064306	244.8686316	0	0	50.76114149	11.50514354	BCFG	60.62257431	169.9285132	620.0013965	230.4418014
20580501	Tanezzuft-Benoud Structural/Stratigraphic	oil	MMBO	4	1	20.69237413	63.61917191	155.6893665	72.47538389	71.98371571	233.0350518	606.7889249	272.1975193	4.006942131	13.65488572	37.92988849	16.32142102	MMBO	10.2355353	26.20568784	83.89363461	33.83122412
20580501	Tanezzuft-Benoud Structural/Stratigraphic	gas	BCFG	24	1	NA	NA	NA	NA	356.6405525	1879.517497	5482.835409	2268.484488	16.32226777	87.9344642	273.0796719	108.8764227	BCFG	143.8754624	590.256079	2362.597576	822.5160313
20580601	Tanezzuft-Bechar/Abadla Structural/Stratigraphic	oil	MMBO	1	0.4	0	0	66.39402505	15.80063998	0	0	256.1076473	59.16634985	0	0	15.63213881	3.557613387	MMBO	4.72011642	13.66149062	44.24944544	17.55897009
20580601	Tanezzuft-Bechar/Abadla Structural/Stratigraphic	gas	BCFG	6	0.4	NA	NA	NA	NA	0	0	1571.254635	381.5364134	0	0	77.43961789	18.33363138	BCFG	71.26421952	229.9742095	811.9765246	303.3447576
20710101	Gulf of Suez Block-Fault Fairway	oil	MMBO	1	1	789.6268229	2076.003841	3869.413296	2171.416665	704.2035781	2035.753112	4772.840598	2294.302606	33.60721037	99.98548917	244.4159293	114.5969352	MMBO	113.2759541	306.4997161	787.6556336	357.7180312
20710101	Gulf of Suez Block-Fault Fairway	gas	BCFG	6	1	NA	NA	NA	NA	155.8924193	1425.816248	5196.860363	1877.367337	4.591880421	42.15711325	157.4859122	56.32190028	BCFG	78.89159459	517.1803144	2571.612433	800.3727997
20710102	Gulf of Suez Qaa Plain	oil	MMBO	1	0.6	0	57.22802083	316.6239549	92.67243838	0	28.01064807	162.1245036	46.37365941	0	0.818928722	4.884541205	1.390292747	MMBO	12.58197568	49.90885262	205.4907949	71.08706334
20710102	Gulf of Suez Qaa Plain	gas	BCFG	6	0.6	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
20710103	Southern Gulf of Suez	oil	MMBO	1	1	28.75699316	282.0009028	870.9644648	343.8279998	140.2675696	1381.423868	4463.234134	1718.563122	9.726559541	96.3302861	312.935092	120.3004812	MMBO	15.30991317	82.94968116	318.2017264	111.9485146
20710103	Southern Gulf of Suez	gas	BCFG	6	1	NA	NA	NA	NA	620.6126362	3704.988141	9711.754091	4255.276437	27.46984336	165.3364436	441.2305792	191.4330655	BCFG	201.7963622	768.6062424	2355.931124	946.5207211
20710201	Red Sea Coastal Block Faults	oil	MMBO	1	1	729.6653327	2097.833554	3652.805626	2135.6762	1621.31032	4816.297699	9114.309871	5018.018757	96.09992231	288.3288937	551.2031589	301.0612871	MMBO	78.79697978	178.1973714	350.553472	192.0491104
20710201	Red Sea Coastal Block Faults	gas	BCFG	6	1	NA	NA	NA	NA	12056.14855	37972.96764	68550.9179	38927.60253	695.0240547	2240.848824	4267.065364	2333.16946	BCFG	1542.462257	4256.813028	8851.869323	4611.019923
20710202	Red Sea Salt Basin	oil	MMBO	10	0.73	0	451.1589351	1060.764541	443.4102125	0	854.2779085	2253.082129	887.9618021	0	25.02706375	69.07606758	26.64020165	MMBO	32.40197216	92.07295985	306.2015394	118.4616948
20710202	Red Sea Salt Basin	gas	BCFG	60	0.73	NA	NA	NA	NA	0	5274.209557	11523.80967	4986.593058	0	207.5651813	468.6655495	199.3927359	BCFG	271.1740654	685.4544055	1785.206726	804.1827363
31150101	Upper Paleozoic/Lower Mesozoic Nonmarine Coarse Clastics	oil	MMBO	5	1	117.7875924	422.7850283	962.5169396	467.2495921	80.51395049	304.1900877	755.7312993	346.4066793	4.506653364	17.73132051	47.49656701	20.76917172	MMBO	33.17014132	80.617823	196.9475938	92.68624899
31150101	Upper Paleozoic/Lower Mesozoic Nonmarine Coarse Clastics	gas	BCFG	30	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31150201	Jurassic/Tertiary Fluvial and Lacustrine Sandstone	oil	MMBO	5	1	24.08637612	84.49754142	208.6092409	96.15357893	11.2195875	40.904736	109.0650172	48.05396487	0.626792769	2.396909588	6.831482364	2.882649585	MMBO	10.12507871	26.33208617	87.61299165	34.45301565
31150201	Jurassic/Tertiary Fluvial and Lacustrine Sandstone	gas	BCFG	30	1	NA	NA	NA	NA	272.3574492	844.5251659	1722.767689	901.7037083	11.09024507	36.1171687	80.42555857	39.69804241	BCFG	80.3685986	202.1678529	619.9153365	254.3744264
31270101	Tertiary Lacustrine	oil	MMBO	5	1	664.4291277	2054.917434	4556.108163	2268.008081	309.6322277	1000.75654	2420.068195	1135.028473	17.18564693	58.44896103	151.9518921	68.16587399	MMBO	95.95130915	250.9074732	597.3368083	285.0064676
31270101	Tertiary Lacustrine	gas	BCFG	30	1	NA	NA	NA	NA	828.9730999	3116.269088	7497.490141	3503.902321	34.32813304	133.3398216	348.7503939	154.6595693	BCFG	194.7813101	606.1301618	1865.000062	755.7972843
31270102	Pre-Tertiary Buried Hills	oil	MMBO	5	1	805.7206078	1984.293238	3997.094747	2143.723873	515.3203638	1348.973403	2992.931212	1498.055566	28.14734558	79.0056673	188.8190657	89.79882739	MMBO	134.2859551	307.1310725	719.9413571	348.7134487
31270102	Pre-Tertiary Buried Hills	gas	BCFG	30	1	NA	NA	NA	NA	521.9163217	2095.178059	5192.937388	2376.872321	21.29879627	89.65742304	238.8449686	104.5691204	BCFG	150.9809818	487.4019845	1657.4806	632.5080178
31280101	Jurassic/Triassic Fluvial and Lacustrine Sandstone	oil	MMBO	2	1	41.6189309	127.853994	266.2103087	138.3317458	5.187715489	17.59169224	43.03475934	19.99127878	0.290412837	1.02679511	2.706198347	1.200357809	MMBO	8.546905528	17.09866988	35.96713151	18.90529501
31280101	Jurassic/Triassic Fluvial and Lacustrine Sandstone	gas	BCFG	12	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31420101	Southeastern Fold Belt	oil	MMBO	1	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31420101	Southeastern Fold Belt	gas	BCFG	6	1	NA	NA	NA	NA	1395.568441	4304.672569	8142.937051	4487.570299	56.77623909	184.1138239	383.7342829	197.3129729	BCFG	200.7656802	513.1525141	1201.937541	580.1654809
31420102	Northwestern Depression/Foldbelt	oil	MMBO	1	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31420102	Northwestern Depression/Foldbelt	gas	BCFG	6	1	NA	NA	NA	NA	362.8821247	1465.648561	3556.480788	1649.635331	15.01319271	62.86499198	163.8188991	72.63744742	BCFG	99.96216558	348.2636412	1184.631208	449.7188942
31420201	Jurassic Lacustrine	oil	MMBO	1	1	7.698931101	25.22384148	53.99846111	27.45260864	35.86369814	122.7299541	287.5371915	137.411188	1.993393541	7.160820966	18.2676903	8.256817385	MMBO	2.452457799	5.106250814	11.97788752	5.857594098
31420201	Jurassic Lacustrine	gas	BCFG	6	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31420401	Leshan-Longnusi Paleohigh	oil	MMBO	3	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31420401	Leshan-Longnusi Paleohigh	gas	BCFG	18	1	NA	NA	NA	NA	586.7537146	2459.634482	5949.710453	2763.455082	24.00419852	104.8976849	276.4997114	121.5501376	BCFG	159.3027269	570.2244777	2026.996767	750.1625637
31420402	Lower Paleozoic of Southeastern Fold Belt	oil	MMBO	3	0.7	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31420402	Lower Paleozoic of Southeastern Fold Belt	gas	BCFG	18	0.7	NA	NA	NA	NA	0	1112.44834	3481.791502	1272.972125	0	46.86424913	159.672079	55.98304192	BCFG	110.3430131	318.6509142	932.1108997	389.3558591
31440101	Subtle Traps	oil	MMBO	5	1	382.0555412	730.35302	1100.920218	735.1973503	112.3293774	233.951389	403.9904332	243.1455842	6.090480366	13.64256665	26.2217354	14.56933749	MMBO	42.11027772	68.66314853	120.3467678	73.10134546
31440101	Subtle Traps	gas	BCFG	30	1	NA	NA	NA	NA	562.230718	1423.928517	2921.261056	1545.524658	22.54867926	61.00554271	137.1611459	68.07937784	BCFG	92.85407584	160.7995514	301.287492	173.5774612
31440102	Anticlinal	oil	MMBO	5	1	141.4766377	285.5148581	459.5661648	291.0678257	42.34203692	92.0501981	166.0989384	96.42081344	2.280339431	5.376023235	10.75031461	5.789470811	MMBO	25.49268483	47.51758772	102.3379134	53.290908
31440102	Anticlinal	gas	BCFG	30	1	NA	NA	NA	NA	275.6428917	566.8284714	1078.047229	608.8661524	10.87795842	24.36379492	51.06106838	26.81071237	BCFG	55.0844875	87.35838459	168.6617164	96.02679763
31440201	Structural Traps	oil	MMBO	5	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
31440201	Structural Traps	gas	BCFG	30	1	NA	NA	NA	NA	1512.705159	3075.103321	5345.905647	3212.170491	40.66613294	90.02287545	174.546349	96.46989104	BCFG	183.0938898	353.1692392	752.8078558	393.2610608
31540101	Tarim Basin Excluding Marginal Foldbelts	oil	MMBO	10	1	1001.484922	4758.517169	11679.51581	5363.789553	2858.896422	13812.47115	37125.66631	16097.50532	202.8171232	1002.992302	2898.204735	1207.323564	MMBO	209.6138966	628.4431206	1554.734514	717.4986987
31540101	Tarim Basin Excluding Marginal Foldbelts	gas	BCFG	60	1	NA	NA	NA	NA	5449.755283	22499.92726	54396.58024	25356.93769	252.74623	1090.735642	2887.629918	1270.402904	BCFG	1148.310998	3401.01933	8889.112327	3965.42421
31540102	Kuche (Northern) Foldbelt	oil	MMBO	10	1	28.89230963	74.48236819	199.3872691	89.05166198	58.42463051	161.4309951	453.0128443	196.2339951	3.204459036	9.507492047	27.96161605	11.77114605	MMBO	15.57452959	35.78201625	130.7901825	49.44822576
31540102	Kuche (Northern) Foldbelt	gas	BCFG	60	1	NA	NA	NA	NA	3213.820814	9569.502633	20938.72599	10515.72259	130.4842535	408.2004029	974.1826271	463.0106934	BCFG	713.8366501	1796.798753	4691.811748	2107.784576
31540103	Southwest Foldbelt	oil	MMBO	10	1	108.7982142	433.0983419	1087.469605	495.205488	225.6545866	924.528126	2512.182035	1090.310305	12.7223196	53.95460739	156.7986545	65.38366328	MMBO	42.60161138	132.5262291	439.1262375	170.8098345
31540103	Southwest Foldbelt	gas	BCFG	60	1	NA	NA	NA	NA	1612.817545	6119.022685	13577.21462	6682.480506	66.49942414	261.4682687	629.6043382	293.7376809	BCFG	426.6234157	1207.953213	3416.744825	1456.966978
37010101	Brunei-Sabah Deltaics	oil	MMBO	1	1	679.9739138	1997.670914	4032.313799	2137.412372	1766.728381	5432.014672	12055.03042	5988.519664	97.22491845	317.2548263	764.0252968	359.2760025	MMBO	87.13499488	247.3029175	561.3499284	276.2557041
37010101	Brunei-Sabah Deltaics	gas	BCFG	6	1	NA	NA	NA	NA	2860.879499	9108.105602	20095.07934	9988.390961	115.1611839	388.4508149	935.0832925	439.5146074	BCFG	459.6296338	1454.476395	3992.807332	1728.738409
37010102	Brunei-Sabah Turbidites	oil	MMBO	5	1	382.3792881	1185.246157	2340.59412	1252.399168	983.6340155	3230.164123	7000.597884	3508.673457	55.00254518	188.1729843	445.3421352	210.4985072	MMBO	76.61676406	220.7564069	662.8806703	272.4100828
37010102	Brunei-Sabah Turbidites	gas	BCFG	30	1	NA	NA	NA	NA	891.8855429	3390.527908	7783.390645	3740.462302	36.74607335	145.0530029	358.0000211	164.3083359	BCFG	261.8928736	889.4707397	3219.481261	1182.829007
37020101	Central Luconia	oil	MMBO	5	1	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
37020101	Central Luconia	gas	BCFG	30	1	NA	NA	NA	NA	5272.76558	14154.98319	27624.33169	15066.89323	84.06522477	234.6420801	499.7128221	255.8033224	BCFG	703.0493525	1699.896915	3980.211204	1922.886263
37020102	Balingian	oil	MMBO	1	1	129.663792	476.1751353	1103.094627	529.4940193	267.4569105	1012.806147	2567.870952	1163.095276	15.04269951	59.06382559	161.8937855	69.86650324	MMBO	23.09987028	62.98237835	155.0380088	72.29464471
37020102	Balingian	gas	BCFG	6	1	NA	NA	NA	NA	320.135266	966.1871059	2061.685594	1054.295325	13.10953871	41.34750057	96.39220347	46.33149945	BCFG	57.64000679	143.0733528	359.1905273	165.5239862
37020201	East Natuna	oil	MMBO	5	1	19.72668512	82.17185102	253.5082326	101.8208691	40.95268359	175.3380175	573.2964846	223.9589706	2.295107474	10.21850233	35.59408216	13.45520591	MMBO	10.90336431	35.41514717	144.8072775	50.76124912
37020201	East Natuna	gas	BCFG	30	1	NA	NA	NA	NA	453.0100238	1581.98037	3568.491008	1738.74241	18.7335771	67.57064915	164.9402715	76.45494046	BCFG	150.1242559	447.4098088	1489.431139	578.4695775
