Province Code	Province Name	Onshore or Offshore	Assessment Unit Code	Assessment Unit Name	Field Type	Percent of Assessed Volume Allocated to this Area	Units for Minimum Field Size	Minimum Field Size	Probability	Oil F95 (MMBO)	Oil F50 (MMBO)	Oil F5 (MMBO)	Oil Mean (MMBO)	Gas F95 (BCFG)	Gas F50 (BCFG)	Gas F5 (BCFG)	Gas Mean (BCFG)	NGL F95 (MMBNGL)	NGL F50 (MMBNGL)	NGL F5 (MMBNGL)	NGL Mean (MMBNGL)
2004	Ma'Rib-Al Jawf/Masila Basin	NA	NA	total	oil	NA	NA	NA	1	359.8682228	935.8059328	1628.287709	959.1317289	1335.504874	3629.136548	7054.64284	3839.530574	74.35619716	211.6261908	453.2072595	230.6965609
2004	Ma'Rib-Al Jawf/Masila Basin	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	929.546253	2051.185542	3447.336183	2104.250463	37.19748134	87.70801535	164.6718662	92.5523001
2006	Shabwah Basin	onshore	NA	onshore total	oil	NA	NA	NA	1	244.1962941	635.0111687	1104.909517	650.8393874	906.2354505	2462.628372	4787.07907	2605.395747	50.45599093	143.6034866	307.5334975	156.5440949
2006	Shabwah Basin	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	630.7635288	1391.875903	2339.263839	1427.884242	25.24114805	59.51615327	111.7416235	62.80334649
2006	Shabwah Basin	offshore	NA	offshore total	oil	NA	NA	NA	1	12.85243653	33.42164046	58.15313246	34.2547046	47.69660266	129.6120196	251.95153	137.1260919	2.65557847	7.558078243	16.18597355	8.23916289
2006	Shabwah Basin	offshore	NA	offshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	33.19808046	73.25662649	123.1191494	75.15180223	1.328481476	3.13242912	5.881138079	3.305439289
2006	Shabwah Basin	NA	NA	total	oil	NA	NA	NA	1	257.0487306	668.4328091	1163.062649	685.094092	953.9320532	2592.240391	5039.0306	2742.521839	53.1115694	151.1615649	323.7194711	164.7832578
2006	Shabwah Basin	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	663.9616093	1465.13253	2462.382988	1503.036045	26.56962953	62.64858239	117.6227616	66.10878578
2009	Masila-Jeza Basin	onshore	NA	onshore total	oil	NA	NA	NA	1	411.277969	1069.492495	1860.900239	1096.150547	1526.291285	4147.584626	8062.44896	4388.034942	84.97851104	241.8585038	517.9511537	263.6532125
2009	Masila-Jeza Basin	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	1062.338575	2344.212048	3939.812781	2404.857671	42.51140725	100.2377318	188.1964185	105.7740573
2009	Masila-Jeza Basin	offshore	NA	offshore total	oil	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	Masila-Jeza Basin	offshore	NA	offshore total	gas	NA	NA	NA	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0
2009	Masila-Jeza Basin	NA	NA	total	oil	NA	NA	NA	1	411.277969	1069.492495	1860.900239	1096.150547	1526.291285	4147.584626	8062.44896	4388.034942	84.97851104	241.8585038	517.9511537	263.6532125
2009	Masila-Jeza Basin	NA	NA	total	gas	NA	NA	NA	1	NA	NA	NA	NA	1062.338575	2344.212048	3939.812781	2404.857671	42.51140725	100.2377318	188.1964185	105.7740573
2010	Ghudun-Khasfeh Flank Province	onshore	NA	onshore total	oil	NA	NA	NA	1	147.4743276	777.8058934	2206.614502	926.443927	417.5957918	2256.866247	6877.818136	2781.699954	23.66249964	132.0975679	428.1775994	166.8874653
2010	Ghudun-Khasfeh Flank Province	onshore	NA	onshore total	gas	NA	NA	NA	1	NA	NA	NA	NA	724.5452172	2620.345503	5641.411576	2841.537453	54.22751861	203.6354897	482.7186907	227.5080463
