Assessment Unit Code	Assessment Unit Name	Field Type	Resource Type	Units for Minimum Field Size	Minimum Field Size	Assessment Unit Probability	Units for Fractiles	F100	F95	F90	F85	F80	F75	F70	F65	F60	F55	F50	F45	F40	F35	F30	F25	F20	F15	F10	F5	F0
10080101	Northwest Izhma-Pechora Depression	oil	oil	MMBO	5	0.4	MMBO	0	0	0	0	0	0	0	0	0	0	0	0	5.606488579	17.29247193	23.98648574	30.70928254	38.37086908	46.93957861	57.99280971	75.68917367	297.0830554
10080101	Northwest Izhma-Pechora Depression	oil	gas	MMBO	5	0.4	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	3.344952266	11.70549694	16.13340459	20.92195025	26.23307602	32.45034378	40.56345856	54.00540749	244.647503
10080101	Northwest Izhma-Pechora Depression	oil	NGL	MMBO	5	0.4	MMBNGL	0	0	0	0	0	0	0	0	0	0	0	0	0.168859457	0.654745583	0.935840658	1.21653244	1.52804304	1.922902264	2.423662812	3.282720998	13.71768399
10080101	Northwest Izhma-Pechora Depression	oil	largest	MMBO	5	0.4	MMBO	5.086523705	7.735286088	8.922149543	9.925608736	10.9089008	11.87503057	12.85292294	13.84395205	14.91297233	16.07035926	17.33971056	18.77395637	20.29932762	22.07807424	24.25004336	26.83297569	30.09097913	34.69697263	41.60366682	55.2388582	149.6812244
10080101	Northwest Izhma-Pechora Depression	gas	gas	BCFG	30	0.4	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	33.55984978	104.1526909	143.6069674	183.3878428	228.2384566	280.9750398	347.9183615	458.7088745	1412.660817
10080101	Northwest Izhma-Pechora Depression	gas	liquids	BCFG	30	0.4	MMBL	0	0	0	0	0	0	0	0	0	0	0	0	1.05975296	3.925510788	5.517678239	7.104285876	8.857806722	11.04327019	13.9340092	18.59251729	66.55030917
10080101	Northwest Izhma-Pechora Depression	gas	largest	BCFG	30	0.4	BCFG	30.6322792	46.12082233	53.2739176	59.40840163	65.26218756	70.78235395	76.55956846	82.63133807	88.98986981	95.8558687	103.2470076	111.6060061	121.1028568	132.2786121	145.2403116	161.287612	181.0044353	208.9314366	251.2092196	332.8988286	899.4575663
10080102	Main Basin Platform	oil	oil	MMBO	5	1	MMBO	1148.84612	2462.361331	2805.380861	3068.5507	3308.685568	3535.735858	3749.930379	3973.621765	4196.551022	4423.120004	4661.021294	4912.019504	5184.393433	5470.931191	5768.410419	6098.602353	6487.851466	6933.344313	7490.864279	8297.923281	13062.25475
10080102	Main Basin Platform	oil	gas	MMBO	5	1	BCFG	648.3826206	1579.198173	1838.325296	2029.291696	2207.116865	2379.955005	2545.707488	2704.780664	2865.748001	3029.990185	3208.123358	3394.986742	3588.091647	3800.588395	4033.943014	4286.166001	4586.465649	4948.876955	5412.893402	6144.269149	11440.90037
10080102	Main Basin Platform	oil	NGL	MMBO	5	1	MMBNGL	30.01714241	85.3578615	101.0959174	113.9775093	125.237992	135.6237748	145.9858281	156.1911674	166.4189028	177.1919761	188.375268	200.4197985	212.8184317	226.5042431	242.0271447	259.5493165	279.4861912	305.1075446	339.8108165	393.3760155	934.491583
10080102	Main Basin Platform	oil	largest	MMBO	5	1	MMBO	69.12779505	227.5741626	271.4566556	306.0570427	337.7132198	367.8901358	397.3981309	428.3498956	459.3089215	492.5417305	526.6990828	562.5409405	602.4748033	648.7385677	699.1681593	758.6015132	828.9772967	912.5210003	1021.750539	1168.074084	1399.967525
10080102	Main Basin Platform	gas	gas	BCFG	30	1	BCFG	1159.1405	3871.768889	4745.80908	5487.071886	6148.519901	6792.262041	7410.009179	8067.396513	8745.738676	9431.533752	10156.89122	10893.87399	11705.2542	12581.49763	13504.28979	14524.00264	15652.30882	17021.17504	18731.53027	21221.66042	38898.6001
10080102	Main Basin Platform	gas	liquids	BCFG	30	1	MMBL	30.75783374	142.9280917	177.8251522	207.6134968	234.3650114	260.4525908	285.5346091	311.2669973	338.2660448	366.5046753	396.2511992	427.0942588	460.1003	495.5915547	533.094066	578.1396699	630.3191775	691.7089865	772.9693116	901.7948967	1824.627772
10080102	Main Basin Platform	gas	largest	BCFG	30	1	BCFG	194.2992589	692.1970618	849.771578	975.9073708	1087.489661	1198.018012	1307.116456	1412.604389	1527.73814	1646.471038	1776.280523	1918.065214	2071.649776	2252.064315	2450.675616	2695.157726	2999.905832	3397.808184	3973.458409	4854.559352	6997.986626
10080103	Foredeep Basins	oil	oil	MMBO	5	1	MMBO	12.41138027	53.63263465	70.26122759	84.67056304	98.35678663	112.2230293	126.3951681	140.6041353	155.3488645	170.7516319	186.5198233	203.9290346	221.629004	241.0663974	263.1560514	287.5134277	315.1342571	350.0199989	395.8554854	467.6779306	1156.671208
10080103	Foredeep Basins	oil	gas	MMBO	5	1	BCFG	10.90300902	52.61635512	69.23503536	84.19331488	98.15038443	112.1428039	126.4014067	140.9980768	155.8512268	171.1028021	187.67496	205.3871647	224.1079078	244.1980292	266.5309167	293.1099701	323.5718936	360.6781659	411.6588201	492.5458547	1248.893439
10080103	Foredeep Basins	oil	NGL	MMBO	5	1	MMBNGL	0.5412495	2.949878106	3.904462368	4.780328176	5.622135273	6.445151133	7.284868217	8.13022936	9.034724534	9.980300676	10.97619636	12.04255552	13.18700357	14.43550031	15.89081954	17.55712925	19.43315691	21.89270634	25.19583441	30.71439889	93.201652
10080103	Foredeep Basins	oil	largest	MMBO	5	1	MMBO	6.677319707	19.07557284	24.03425472	28.20829804	32.21939253	35.8849719	39.54123734	43.55028036	47.77668979	52.14131897	56.94330335	62.09301564	67.95314584	74.50432201	82.49310522	92.13908949	104.4971516	120.2102009	144.5352171	191.9462321	399.3670262
10080103	Foredeep Basins	gas	gas	BCFG	30	1	BCFG	2058.422972	7961.784141	9844.05202	11256.5949	12492.64516	13667.09953	14746.13635	15769.95021	16794.08705	17773.98921	18821.86018	19861.3559	21014.26164	22181.33296	23410.71744	24796.77285	26384.98248	28263.54085	30623.06253	34256.58865	63214.3368
10080103	Foredeep Basins	gas	liquids	BCFG	30	1	MMBL	60.41774866	289.7254781	362.308707	418.8412716	469.5096694	514.3296891	558.8749995	599.5657812	643.3080461	683.9244354	729.2174421	774.55766	827.1336173	880.8837285	939.0770217	1001.79441	1075.293473	1166.010965	1285.648178	1471.994991	3288.658314
10080103	Foredeep Basins	gas	largest	BCFG	30	1	BCFG	245.4820683	1108.032068	1350.694183	1549.699548	1730.236977	1903.034033	2078.608084	2256.991027	2441.550309	2637.740877	2852.839998	3087.020613	3335.667559	3619.148344	3954.630087	4342.539888	4835.515291	5443.426132	6300.652338	7571.144018	9997.987415
10090101	Carboniferous-Lower Permian Clastics	oil	oil	MMBO	3	1	MMBO	17.44129272	85.80847409	110.3096196	129.589435	146.5305078	161.9866908	176.7756031	191.2972071	205.6167407	220.5944523	235.4034908	250.3329553	266.3203934	283.9826311	303.0135647	323.1942797	346.6545273	374.7590956	410.5911966	466.4133455	931.681285
10090101	Carboniferous-Lower Permian Clastics	oil	gas	MMBO	3	1	BCFG	27.31137583	158.4810639	205.3005862	242.9227052	275.5077029	306.3128877	336.1766736	366.1582356	395.807469	425.5717986	456.8278267	490.1984075	524.0178728	561.6275358	602.3344373	649.4789751	704.5026351	771.6605761	857.8370217	996.8072152	2165.648341
10090101	Carboniferous-Lower Permian Clastics	oil	NGL	MMBO	3	1	MMBNGL	1.240281041	8.812858039	11.45971999	13.60933627	15.61994372	17.46912327	19.29717619	21.06317224	22.89932172	24.739607	26.75570192	28.83847853	31.04358863	33.4620169	36.02667082	39.01405767	42.68471163	47.09371819	53.23230644	62.85202162	171.5551798
10090101	Carboniferous-Lower Permian Clastics	oil	largest	MMBO	3	1	MMBO	4.71638881	20.14831653	24.63417031	28.11868189	31.40504616	34.64156361	37.73750586	40.98328439	44.25091885	47.69724861	51.40813201	55.40553188	59.96673388	65.20449303	71.01827462	78.0714258	86.76093384	98.7614686	116.1843361	147.0332558	249.8544338
10090101	Carboniferous-Lower Permian Clastics	gas	gas	BCFG	18	1	BCFG	2657.836446	6827.695983	8169.518237	9210.048248	10025.593	10767.57672	11490.97621	12146.31372	12765.22496	13407.17947	13981.29898	14612.01399	15264.79387	15946.17712	16682.92236	17447.87631	18331.8393	19340.13583	20597.04092	22374.85465	34980.09652
10090101	Carboniferous-Lower Permian Clastics	gas	liquids	BCFG	18	1	MMBL	48.44983727	167.7872144	205.7485558	235.4156856	261.919954	286.3400142	309.8355459	332.5018337	355.5280518	378.4251527	401.5381596	426.3492369	451.4628806	477.8154245	507.4124252	540.4539254	576.9163615	623.8573992	682.549238	773.0278558	1431.877239
10090101	Carboniferous-Lower Permian Clastics	gas	largest	BCFG	18	1	BCFG	172.7261621	516.6032446	609.5389296	683.2352871	748.9638404	810.4296546	867.6785791	927.5850657	989.4188943	1053.284053	1119.415224	1189.774517	1263.417044	1345.735358	1437.235946	1541.757109	1659.915109	1802.898172	1972.963952	2191.897396	2499.984945
10090102	Devonian Synrift	oil	oil	MMBO	7	0.9	MMBO	0	0	0	246.4705665	341.8469271	421.5201024	496.2289019	564.7432625	635.2235714	708.6783179	783.7762598	861.7650549	943.4234327	1027.495682	1117.394666	1218.497018	1333.751074	1465.730015	1634.903661	1886.395304	4292.284057
10090102	Devonian Synrift	oil	gas	MMBO	7	0.9	BCFG	0	0	0	461.4196025	646.2239484	802.0375022	947.6006272	1083.091102	1222.20788	1362.83971	1512.71233	1670.802257	1835.162903	2011.105887	2197.16559	2416.42138	2662.08703	2958.498667	3348.046129	3957.225621	9164.974701
10090102	Devonian Synrift	oil	NGL	MMBO	7	0.9	MMBNGL	0	0	0	25.81107546	36.53245932	45.67357634	54.31424203	62.391184	70.49912081	79.2020305	87.98629521	96.98575582	106.9540176	117.6998156	130.0154091	144.0653774	160.1768677	179.5443073	205.4518837	247.7187148	702.4621144
10090102	Devonian Synrift	oil	largest	MMBO	7	0.9	MMBO	11.25844146	58.58186252	75.33652356	88.76929915	100.5856873	111.8800191	122.8629607	134.4642681	146.2036269	158.2051682	171.7839129	186.1235708	202.5028702	220.6417589	241.864243	266.7116849	297.445814	340.0030391	399.3256307	506.7083237	799.8504177
10090102	Devonian Synrift	gas	gas	BCFG	42	0.9	BCFG	0	0	0	2536.462339	3456.524611	4203.825092	4866.225779	5467.570756	6053.990141	6654.056852	7252.066243	7881.384918	8544.688991	9226.48272	9993.790657	10834.02289	11760.12408	12855.53976	14172.85742	16041.17691	33914.18693
10090102	Devonian Synrift	gas	liquids	BCFG	42	0.9	MMBL	0	0	0	94.54270064	129.4625934	158.0965717	183.1011618	207.5196803	231.3045149	255.7258843	279.9151714	304.8989271	332.0879122	361.7246315	392.9819587	428.7643378	469.8315716	518.5264717	582.2712713	676.7149557	1518.93188
10090102	Devonian Synrift	gas	largest	BCFG	42	0.9	BCFG	97.4272354	481.2597347	600.5126616	698.1769764	780.8171832	864.541241	943.7571512	1026.780376	1107.967456	1196.145853	1288.608978	1390.554652	1498.938154	1622.538898	1764.58065	1939.211497	2156.154983	2438.245134	2821.627795	3463.708744	4999.262152
10150101	Supra-Domanik Carbonates/Clastics	oil	oil	MMBO	1	1	MMBO	371.4656944	796.2877897	939.3048463	1049.604942	1145.210827	1230.860946	1309.085479	1384.256807	1457.438152	1535.491356	1614.471366	1699.329822	1783.95182	1877.230474	1977.602032	2088.817589	2212.066815	2347.923467	2507.785146	2734.179812	3673.891065
10150101	Supra-Domanik Carbonates/Clastics	oil	gas	MMBO	1	1	BCFG	72.85470349	187.713246	223.0303116	250.3208577	274.3577713	296.2336674	316.4515783	336.2891637	355.9200566	377.3326733	398.3906165	420.3381715	443.4450458	467.8362226	493.9066539	524.5144864	556.0672345	595.1213134	647.113279	721.9403773	1112.289826
10150101	Supra-Domanik Carbonates/Clastics	oil	NGL	MMBO	1	1	MMBNGL	3.249593767	10.20476996	12.32271513	13.96668653	15.4059611	16.76319669	18.05419404	19.34073507	20.63413783	21.95398825	23.30460127	24.70789734	26.17767956	27.81424138	29.62919721	31.68182843	34.01058567	36.85775131	40.67122488	46.41740698	85.60253565
10150101	Supra-Domanik Carbonates/Clastics	oil	largest	MMBO	1	1	MMBO	14.97698714	34.54771101	39.68834528	43.45031714	46.79753825	49.69338805	52.54641552	55.24877654	58.02684326	60.76619153	63.52642142	66.37408593	69.24430003	72.29734983	75.42516175	78.73901477	82.1834653	86.13352177	90.22295722	94.81696312	99.9960883
10150101	Supra-Domanik Carbonates/Clastics	gas	gas	BCFG	6	1	BCFG	64.04044024	271.3049029	337.420241	390.1632181	436.7887231	478.6004975	518.8780349	558.0677122	597.3075417	636.5166012	677.6306196	720.8216311	766.6191459	814.5721129	866.1613413	921.8733533	982.9837291	1062.431094	1160.400005	1314.683909	2484.851836
10150101	Supra-Domanik Carbonates/Clastics	gas	liquids	BCFG	6	1	MMBL	1.917068143	7.827382059	9.829235441	11.36702703	12.73171307	13.99556171	15.1912506	16.41955231	17.66165328	18.88059803	20.11701046	21.46357438	22.82290525	24.32015633	25.91874002	27.66746721	29.70944574	32.27772356	35.48370629	40.68021717	89.91759159
10150101	Supra-Domanik Carbonates/Clastics	gas	largest	BCFG	6	1	BCFG	17.05868795	60.82615226	73.29107349	82.86977105	91.49003285	99.79723166	107.8615898	116.2335887	124.7564591	133.6514522	143.1914107	153.4310416	164.7253772	177.6611901	192.2753134	210.214088	231.5036661	260.72811	301.5082076	372.4974616	599.7732439
10150102	Lower Volga	oil	oil	MMBO	1	1	MMBO	22.06434685	69.28653585	83.41824709	94.10313387	102.8132211	110.7383097	118.288926	124.9356632	131.5078526	138.0182958	144.5138026	151.1947021	157.9708259	165.2500451	173.2864254	182.067118	191.6476287	203.0512384	217.6248236	240.3529355	443.7470738
10150102	Lower Volga	oil	gas	MMBO	1	1	BCFG	13.45903565	48.11792178	58.3992464	66.2290064	73.13705115	79.28515239	85.02620168	90.3000357	95.84022476	101.2822597	107.1025084	112.979348	119.0684696	125.7310088	132.9700933	141.4664376	151.14626	162.2711989	177.4404679	201.3419467	431.2789815
10150102	Lower Volga	oil	NGL	MMBO	1	1	MMBNGL	0.773600838	2.605579412	3.206487124	3.681394606	4.089316706	4.459299233	4.818888302	5.179509248	5.540408206	5.892974246	6.270808728	6.665620429	7.082056143	7.51388642	8.022020446	8.581569301	9.240127812	10.06269251	11.1566837	12.87010298	31.05564961
10150102	Lower Volga	oil	largest	MMBO	1	1	MMBO	3.422153044	9.683591579	11.48262652	12.89905663	14.18387484	15.41851854	16.61372639	17.85117042	19.12657894	20.42326631	21.84474455	23.33244794	25.03354389	27.03637146	29.33690498	32.01721599	35.35187162	39.75770571	45.80181432	55.89178583	79.98532042
10150102	Lower Volga	gas	gas	BCFG	6	1	BCFG	52.91643801	187.6385253	229.0581242	260.2231811	287.0268921	311.1675018	334.5276487	356.7667942	378.0044594	399.4645347	422.1357838	443.4996258	467.0742135	492.5136436	519.6189108	551.308308	586.4047991	632.4251013	690.4248722	781.971519	1563.352243
10150102	Lower Volga	gas	liquids	BCFG	6	1	MMBL	1.486709896	5.323414616	6.563869472	7.508486906	8.347836243	9.102342679	9.836522116	10.54584497	11.23967922	11.93945132	12.67384777	13.45270693	14.28649913	15.16161568	16.14931065	17.26825927	18.56941027	20.24602198	22.46820252	26.23287222	64.97103984
10150102	Lower Volga	gas	largest	BCFG	6	1	BCFG	11.43282678	38.09633275	45.63522402	51.86528959	57.8383158	63.52963703	69.09920683	74.90402779	80.71215199	86.84728284	93.38838531	100.61035	109.1094379	118.2266797	129.4630879	143.1811535	160.0326117	182.3654045	215.9783858	276.4269419	479.985611
10150103	Sub-Domanik Devonian Clastics	oil	oil	MMBO	1	1	MMBO	82.66756182	316.7613672	379.8738588	428.6268375	469.5892462	505.7858079	539.7975534	571.7598629	603.1815307	634.1837064	664.9889812	696.4223017	729.1224421	763.6671996	799.2221627	840.048912	885.6783081	938.4436963	1006.280894	1106.085039	1760.919416
10150103	Sub-Domanik Devonian Clastics	oil	gas	MMBO	1	1	BCFG	18.22174266	90.8049098	109.8963126	124.443356	136.467131	147.3083272	157.554795	167.6294344	177.5686396	186.8946296	196.7097261	207.0464733	217.7178285	228.2591925	240.756545	253.6912247	268.5287472	286.221077	309.4495535	346.0921046	609.9483127
10150103	Sub-Domanik Devonian Clastics	oil	NGL	MMBO	1	1	MMBNGL	1.080829443	4.971067462	6.022785878	6.879851845	7.649871328	8.317612774	8.952522464	9.592356789	10.19453233	10.81239414	11.44891801	12.15764553	12.87187487	13.61812933	14.47308961	15.4203833	16.54091612	17.88598915	19.61971769	22.41983909	47.31306157
10150103	Sub-Domanik Devonian Clastics	oil	largest	MMBO	1	1	MMBO	8.646679739	30.97581883	37.02921212	41.99859946	46.43485373	50.76667824	54.90243889	59.2415946	63.64375445	68.22213608	73.28511045	78.61468863	84.24900794	90.38368398	97.67276541	106.0889835	116.3321171	128.5229761	144.5297023	165.8141112	199.9709818
10150103	Sub-Domanik Devonian Clastics	gas	gas	BCFG	6	1	BCFG	6.71486296	83.56841735	122.361007	156.4067609	189.2802558	221.8770779	254.7086925	289.0493341	324.8012427	361.7173911	402.1743808	443.6943577	490.3246907	539.0870996	595.4055013	661.3028836	738.1478193	837.5667836	975.2950421	1208.314471	3206.465597
10150103	Sub-Domanik Devonian Clastics	gas	liquids	BCFG	6	1	MMBL	0.349516893	4.050413507	5.984551376	7.63667528	9.287589169	10.92306085	12.59274783	14.28787956	16.06833806	18.00122555	20.02287403	22.22416505	24.66919289	27.27097555	30.25316813	33.66328061	37.92371491	43.27343081	51.18848757	63.84579622	196.3713163
10150103	Sub-Domanik Devonian Clastics	gas	largest	BCFG	6	1	BCFG	6.71486296	40.18656718	55.12189483	67.95318726	79.94013266	91.84154804	103.861942	115.7487406	128.6248015	142.3436171	157.2145665	174.0573763	192.9905482	214.5200712	240.3281057	272.4360045	313.3090871	368.3490588	455.9581415	626.805246	1499.878158
10150201	Permian Reefs/Thrust Folds	oil	oil	MMBO	3	1	MMBO	3.130185283	13.81286185	17.93209254	21.08792559	23.67828782	26.14227164	28.53383194	30.91630734	33.29834929	35.68581156	38.25067537	40.81152334	43.47271886	46.42975746	49.68804398	53.33929813	57.53461758	62.69890604	69.64348874	81.18342091	185.4316007
10150201	Permian Reefs/Thrust Folds	oil	gas	MMBO	3	1	BCFG	2.054827732	10.60648508	13.86864209	16.32229084	18.55686928	20.50970722	22.49979768	24.4347025	26.43247942	28.3395874	30.529036	32.66348733	35.01295876	37.53590633	40.30783778	43.56763128	47.26208737	51.95866407	58.37171759	68.82869898	180.3203529
10150201	Permian Reefs/Thrust Folds	oil	NGL	MMBO	3	1	MMBNGL	0.1020763	0.595093622	0.776710781	0.920410186	1.051341631	1.171309156	1.292614374	1.413343745	1.532506996	1.655627311	1.78460225	1.923504011	2.07382484	2.233000246	2.417947449	2.624690184	2.875505381	3.176008765	3.591674211	4.320557172	14.62816682
10150201	Permian Reefs/Thrust Folds	oil	largest	MMBO	3	1	MMBO	3.130185283	5.811302551	6.752589898	7.510462949	8.213376606	8.908348215	9.574207524	10.27231252	10.99747158	11.77603727	12.6405588	13.57267544	14.60626957	15.80954246	17.16703231	18.84016296	21.05539492	23.95889944	28.18468712	36.25137773	79.97569267
10150201	Permian Reefs/Thrust Folds	gas	gas	BCFG	18	1	BCFG	147.1022776	629.4441955	784.3871143	898.7533628	996.7696366	1087.766161	1169.584969	1247.520884	1321.222282	1396.755403	1468.277462	1544.622994	1620.948631	1704.096985	1791.980845	1887.531918	1998.35169	2126.465184	2289.675216	2543.84614	5143.453396
10150201	Permian Reefs/Thrust Folds	gas	liquids	BCFG	18	1	MMBL	9.019655334	36.54428942	45.29279985	52.14142417	58.11604947	63.41630572	68.44449668	73.20517492	77.78264287	82.35193302	87.03976866	91.75951473	96.76090907	102.0753686	107.6360838	113.8921294	120.9614477	129.6928477	141.4920621	159.2611228	328.5354626
10150201	Permian Reefs/Thrust Folds	gas	largest	BCFG	18	1	BCFG	35.86857614	112.5471919	133.5788563	149.9509138	164.528204	178.7314997	192.144809	205.9399509	220.6144162	235.6621924	251.820623	269.9223326	289.3101457	311.4587951	337.0641171	367.1077245	404.3616264	452.6513208	524.8375771	646.5632417	999.5513639
10160101	North and West Margins Subsalt Pinnacle Reefs	oil	oil	MMBO	20	1	MMBO	112.5145865	603.6127229	757.0020162	878.0678108	975.8309288	1063.370173	1146.178612	1226.960742	1303.978571	1385.068051	1463.983126	1544.825085	1629.462267	1721.070127	1815.788237	1920.063309	2037.712722	2181.393085	2354.300588	2630.498944	5371.456758
10160101	North and West Margins Subsalt Pinnacle Reefs	oil	gas	MMBO	20	1	BCFG	132.5103231	1105.815829	1402.696644	1629.89624	1825.619886	2009.099679	2183.812506	2348.506266	2514.490339	2684.442855	2855.635475	3031.838377	3215.301392	3417.287898	3641.254291	3884.668224	4163.390445	4515.548247	4954.27027	5665.751814	11233.30068
10160101	North and West Margins Subsalt Pinnacle Reefs	oil	NGL	MMBO	20	1	MMBNGL	9.300205091	60.98941915	77.8496778	91.21408435	102.9628034	114.0546096	124.6022004	135.0433447	145.1009851	155.3131247	166.1290148	177.4375322	189.5386109	202.5763642	216.8878686	233.3870236	253.2923971	277.0037755	308.9980851	361.5458723	792.9354013
10160101	North and West Margins Subsalt Pinnacle Reefs	oil	largest	MMBO	20	1	MMBO	59.51282519	188.1954996	218.3633808	240.6139743	259.8068987	278.1462766	295.2921611	312.2853536	330.3434889	347.7353317	365.8865999	385.7025711	406.5614391	430.6550417	457.4070451	488.1735622	526.9259803	574.3663174	642.8853684	761.9550773	1199.834262
10160101	North and West Margins Subsalt Pinnacle Reefs	gas	gas	BCFG	120	1	BCFG	571.279818	8130.181498	10794.33367	12980.40406	14807.31478	16514.92312	18180.13821	19788.57831	21403.49102	22993.20111	24743.77018	26555.46865	28465.74902	30564.92662	32891.76937	35557.84341	38708.62582	42406.47238	47635.23086	56118.73493	153880.2853
10160101	North and West Margins Subsalt Pinnacle Reefs	gas	liquids	BCFG	120	1	MMBL	19.16379925	395.2768823	532.8915331	642.4646831	741.317824	837.2094746	933.7959888	1027.753067	1125.875815	1221.630133	1328.143002	1438.424286	1562.012013	1698.914266	1845.634274	2015.424494	2225.19036	2491.759072	2870.952955	3478.409503	13435.38241
10160101	North and West Margins Subsalt Pinnacle Reefs	gas	largest	BCFG	120	1	BCFG	390.5102489	2884.329716	3642.621634	4251.225709	4786.771036	5320.626641	5850.817178	6370.406329	6945.447693	7565.71523	8173.061559	8873.279249	9652.660358	10549.60431	11598.96798	12851.68962	14358.87374	16501.22344	19550.64359	25478.93295	49988.52863
10160102	North and West Margins Subsalt Barrier Reefs	oil	oil	MMBO	10	1	MMBO	172.8435492	326.6783206	371.5758524	406.0732577	436.4440863	464.4890104	491.7821377	519.0742544	546.872438	576.1751968	606.936514	638.1328855	672.4327444	707.1469379	746.3979586	789.0241603	835.5857746	888.8060762	953.3287587	1040.236307	1489.117492
10160102	North and West Margins Subsalt Barrier Reefs	oil	gas	MMBO	10	1	BCFG	187.356774	466.3608004	534.1834141	589.6056432	638.6975147	681.5508893	723.6263503	766.8153105	810.1621425	853.3692038	900.7512203	950.3202975	1001.503032	1056.333237	1116.378702	1182.696709	1257.257611	1344.25544	1458.638133	1619.805046	2527.665264
10160102	North and West Margins Subsalt Barrier Reefs	oil	NGL	MMBO	10	1	MMBNGL	8.462594759	24.85121094	29.23255729	32.82162721	35.9079281	38.75585933	41.46864765	44.28930712	47.08393067	49.88803849	52.8138216	55.93938056	59.41870659	63.00324545	67.07169423	71.67475747	76.72311332	83.0304428	91.44807546	104.5335842	205.4290938
10160102	North and West Margins Subsalt Barrier Reefs	oil	largest	MMBO	10	1	MMBO	21.37107598	36.60788458	40.66219807	43.79689068	46.44634086	48.9697818	51.3854058	53.75896938	56.142964	58.65740458	61.32852514	64.0403983	66.94740484	70.20876477	74.16033064	78.73382477	84.13510398	90.84351243	100.0407639	114.7161956	149.9998816
10160102	North and West Margins Subsalt Barrier Reefs	gas	gas	BCFG	60	1	BCFG	944.7758509	1685.41148	1921.280505	2107.19113	2263.729412	2412.29202	2556.114528	2703.857179	2850.407858	2997.596212	3152.723726	3319.21919	3495.037405	3686.40043	3886.918379	4103.064019	4344.740814	4621.894368	4957.720783	5423.502476	8306.208491
10160102	North and West Margins Subsalt Barrier Reefs	gas	liquids	BCFG	60	1	MMBL	10.67196117	24.04373126	27.65861135	30.59413994	33.04204208	35.39686095	37.65635128	39.93823573	42.25810899	44.58403013	47.00529038	49.48004222	52.08203199	54.93764274	58.10015166	61.58029971	65.51004165	70.11980777	76.05780092	84.7675668	135.7642752
10160102	North and West Margins Subsalt Barrier Reefs	gas	largest	BCFG	60	1	BCFG	110.8012692	187.9962483	211.8586185	230.5814036	246.6997223	262.3505412	277.3618644	292.4278208	307.8294149	324.5658974	341.7917086	359.9987781	380.4650349	403.5156923	429.3218326	458.7374802	497.6083581	547.2452002	617.1800304	728.2990378	999.9285088
10160103	East and Southeast Margins Subsalt	oil	oil	MMBO	10	1	MMBO	208.606163	825.6308541	1039.427845	1203.211196	1343.962521	1472.949278	1595.304779	1713.103885	1836.141267	1954.65676	2076.043324	2204.510078	2334.573317	2480.087612	2632.187813	2798.347683	2988.592335	3214.142187	3514.382521	3957.705379	7820.399467
10160103	East and Southeast Margins Subsalt	oil	gas	MMBO	10	1	BCFG	359.3004906	1615.756725	2046.968584	2382.562191	2663.027506	2935.970251	3191.198958	3433.165229	3682.901877	3932.366885	4193.593925	4459.975539	4740.951507	5043.068681	5366.876011	5746.756615	6174.656194	6701.239535	7392.17815	8520.175082	21025.30932
10160103	East and Southeast Margins Subsalt	oil	NGL	MMBO	10	1	MMBNGL	19.63134201	88.91665218	114.1281846	133.5523579	150.8398342	166.7920133	182.2133023	197.99086	213.1320763	229.0340806	245.5442101	262.7555206	280.6968307	300.3238217	322.7496292	347.8185432	377.0512468	413.0585032	461.6083316	542.6091156	1560.686741
10160103	East and Southeast Margins Subsalt	oil	largest	MMBO	10	1	MMBO	28.05631527	125.5014329	155.774026	179.8838441	202.481437	224.6200782	246.657772	268.4708356	292.1219574	317.621374	344.7974532	375.0398138	411.0143422	449.4221751	495.0477824	550.5185123	618.9544114	711.7916877	841.3506868	1055.730263	1499.239103
10160103	East and Southeast Margins Subsalt	gas	gas	BCFG	60	1	BCFG	221.835447	740.9787619	926.2728167	1075.062263	1213.76994	1340.753188	1470.502164	1595.881849	1723.667664	1856.674429	1995.031111	2139.721958	2301.11242	2474.359776	2672.937666	2889.914178	3148.184525	3481.791769	3942.797188	4759.968608	11752.68517
10160103	East and Southeast Margins Subsalt	gas	liquids	BCFG	60	1	MMBL	9.430164767	36.05872363	45.18973278	52.78815435	59.51021715	65.9875425	72.37661394	78.81767759	85.34216288	91.80495709	98.78764165	106.2996928	114.4262405	123.4403665	133.5617609	144.5511368	158.3286853	175.557063	199.545234	240.3660427	718.0715128
10160103	East and Southeast Margins Subsalt	gas	largest	BCFG	60	1	BCFG	75.31797187	186.964818	233.3187084	273.1181882	310.2838687	346.9962153	382.7727206	422.9381605	466.8194274	512.7483203	562.2446525	617.9258839	682.1409381	757.9715091	846.8981415	958.7521357	1102.457314	1301.145838	1617.846616	2207.014735	4999.455432
10160104	South Margin Subsalt	oil	oil	MMBO	20	1	MMBO	328.2313795	4217.342886	5773.495531	7041.253079	8128.683691	9132.641878	10104.45045	11042.99181	11938.57643	12880.72501	13863.37069	14874.47589	15947.12906	17128.08751	18469.22195	19985.65172	21850.05076	24074.84145	27319.4188	32351.02654	70989.5461
