Assessment Unit Code	Assessment Unit Name	Field Type	Resource Type	Units for Minimum Field Size	Minimum Field Size	Assessment Unit Probability	Units for Fractiles	F100	F95	F90	F85	F80	F75	F70	F65	F60	F55	F50	F45	F40	F35	F30	F25	F20	F15	F10	F5	F0
20230201	Platform Horst/Graben-Related Oil	gas	largest	BCFG	30	1	BCFG	43.30865867	247.4508662	306.9592557	353.2824638	394.9064672	432.7193047	469.3345686	506.7507982	543.1140721	580.1875307	619.5544758	661.226295	706.2525508	756.8569581	815.4384662	884.6421665	968.1336121	1074.978762	1225.678531	1455.082919	1999.863028
20230202	Basinal Oil and Gas	oil	oil	MMBO	20	1	MMBO	23.98898867	571.9707989	804.9590374	984.6275747	1134.182341	1268.492883	1389.691533	1506.116616	1616.375738	1725.305086	1834.380821	1947.37001	2061.585579	2185.333286	2313.332972	2453.025558	2611.302456	2791.118146	3022.775915	3351.968493	6306.260666
20230202	Basinal Oil and Gas	oil	gas	MMBO	20	1	BCFG	26.10351767	832.0213132	1172.772406	1433.001556	1654.815497	1855.623047	2034.232521	2208.77641	2376.922275	2545.039062	2708.692262	2881.123989	3055.030995	3251.451664	3455.767868	3675.408181	3938.913088	4242.274311	4623.890971	5216.136807	10081.73568
20230202	Basinal Oil and Gas	oil	NGL	MMBO	20	1	MMBNGL	1.593033277	46.57894475	66.07576726	80.72473062	93.27577582	104.840371	115.8660079	126.2408432	136.5235518	146.8290882	157.3794488	168.5394503	180.3530591	192.9753875	206.8904381	221.8813875	239.2040705	260.9405558	289.0289284	334.356283	730.4091112
20230202	Basinal Oil and Gas	oil	largest	MMBO	20	1	MMBO	23.98898867	114.1422148	138.7191333	157.7359525	174.2280436	190.2390328	205.7236096	220.7426983	236.4126784	253.0015386	270.1595783	289.3612557	310.7352788	333.9014442	360.5947574	393.3193019	434.4367887	484.8949053	559.6490804	680.2515754	999.6555663
20230202	Basinal Oil and Gas	gas	gas	BCFG	120	1	BCFG	127.187531	3409.60128	4860.356313	5950.859659	6845.053679	7677.832179	8400.779919	9098.079266	9778.536786	10439.99615	11104.54308	11774.25078	12437.65969	13171.25977	13944.61593	14785.0488	15708.79515	16766.42933	18117.42912	20202.36899	36741.44517
20230202	Basinal Oil and Gas	gas	liquids	BCFG	120	1	MMBL	3.907526119	140.5120583	197.7078013	243.8933108	282.5536613	316.1486447	348.1257912	379.6140079	409.8799198	440.6178654	471.9004295	502.9133324	536.6938402	571.7466178	608.9502816	652.7882382	701.4743515	760.7802506	838.6293247	953.2984975	2134.584848
20230202	Basinal Oil and Gas	gas	largest	BCFG	120	1	BCFG	127.187531	685.1641122	836.1391963	948.5777764	1048.683896	1139.405652	1231.818437	1325.768332	1423.091646	1520.433485	1625.999227	1739.390288	1867.779768	2007.9966	2173.668432	2364.776616	2595.878866	2908.302137	3348.325348	4096.803462	5999.625281
20300101	Cretaceous Reservoirs	oil	oil	MMBO	10	1	MMBO	2313.679675	23736.07528	31698.11744	37671.59226	43162.62883	48171.87307	52762.50016	57209.9953	61698.99079	66203.7082	70698.94148	75474.20002	80454.30417	85664.83886	91657.27111	98027.94205	104954.3755	113414.0385	123859.1269	139785.2593	277224.1826
20300101	Cretaceous Reservoirs	oil	gas	MMBO	10	1	BCFG	1656.143738	22021.7775	29289.11606	35399.06305	40456.90977	45244.2239	49933.32316	54426.16238	59001.73472	63705.06596	68519.93405	73677.11506	79072.69748	84702.08342	91014.25404	98052.63272	106203.5806	116212.4574	129384.1556	149403.3625	312505.1729
20300101	Cretaceous Reservoirs	oil	NGL	MMBO	10	1	MMBNGL	38.85828634	521.4372276	700.5064084	848.2297371	978.3639452	1101.206678	1215.672993	1330.346361	1447.766608	1565.844813	1690.861121	1815.592386	1951.552665	2102.739219	2270.568398	2452.833679	2668.373914	2940.092056	3290.665132	3855.462939	9173.733381
20300101	Cretaceous Reservoirs	oil	largest	MMBO	10	1	MMBO	340.1429997	3408.20447	4439.013667	5218.541638	5946.33407	6661.58643	7372.558366	8104.95996	8891.400219	9684.45421	10533.13837	11465.10396	12470.26239	13594.29311	14776.74583	16151.2292	17815.88393	19831.4385	22338.93005	25532.30741	29997.92859
20300101	Cretaceous Reservoirs	gas	gas	BCFG	60	1	BCFG	2488.568894	10982.35346	13651.4108	15676.64568	17385.36342	19057.3478	20722.40523	22327.82387	23962.60471	25595.58431	27346.11264	29077.44401	30951.14122	32909.09042	35132.97179	37545.09001	40245.23971	43483.77885	47397.92846	53403.39104	110725.9021
20300101	Cretaceous Reservoirs	gas	liquids	BCFG	60	1	MMBL	83.96934952	441.9492167	554.7104582	644.2231871	723.9553247	798.9767599	870.9757859	942.3921935	1015.911378	1090.821989	1168.973653	1248.71702	1335.826916	1429.619333	1531.04032	1648.617264	1791.481693	1955.417955	2181.130264	2517.880297	5903.599194
20300101	Cretaceous Reservoirs	gas	largest	BCFG	60	1	BCFG	363.2118963	1811.143418	2208.606006	2525.709589	2817.534027	3093.49594	3370.526069	3647.670461	3928.386534	4232.661072	4556.288442	4924.380223	5315.169138	5762.26592	6260.781458	6850.444306	7615.897774	8566.128093	9975.41506	12179.86124	16995.60199
20300102	Tertiary Reservoirs	oil	oil	MMBO	10	1	MMBO	697.7731082	5729.418144	7681.03239	9194.695119	10596.44284	11892.8598	13120.31848	14358.87428	15585.39597	16866.87271	18163.40955	19542.87517	20945.05073	22451.33984	24162.94025	26061.71866	28194.43733	30555.58668	33540.45177	38086.83951	74695.21228
20300102	Tertiary Reservoirs	oil	gas	MMBO	10	1	BCFG	1529.098047	11622.36967	15791.34577	19154.26905	22085.80721	24840.3285	27506.62057	30259.16973	32943.83792	35864.22346	38845.90012	41942.36911	45203.05595	48826.17445	52715.67939	57166.78429	62281.38867	68394.52505	76187.95807	88938.77426	190570.2547
20300102	Tertiary Reservoirs	oil	NGL	MMBO	10	1	MMBNGL	69.08183688	647.3288901	891.7394419	1081.971706	1255.550252	1422.634031	1584.964821	1751.059965	1916.223238	2083.936293	2261.973707	2457.208052	2667.039709	2889.641723	3131.178948	3423.887769	3758.001994	4171.689357	4740.845551	5647.416031	12841.64698
20300102	Tertiary Reservoirs	oil	largest	MMBO	10	1	MMBO	113.3497089	950.9021933	1221.479403	1437.444965	1639.694366	1834.41964	2034.062682	2236.400699	2446.572318	2659.117166	2888.950199	3140.700879	3419.550546	3739.635109	4112.426497	4546.978264	5069.93063	5715.242975	6561.660488	7843.045726	9999.263229
20300102	Tertiary Reservoirs	gas	gas	BCFG	60	1	BCFG	1486.997403	14710.46295	20075.23948	24171.02605	27688.25248	30915.97359	33997.98509	37188.63535	40341.05184	43461.85432	46903.3584	50503.17134	54100.7292	58179.67205	62352.34145	67093.47386	72297.42159	78444.18812	85991.70355	96797.41366	158424.1105
20300102	Tertiary Reservoirs	gas	liquids	BCFG	60	1	MMBL	41.3054775	605.2026565	825.0977286	997.4392468	1149.012827	1295.445109	1431.145476	1569.771424	1710.62744	1852.582148	2002.988623	2160.945256	2329.609478	2512.366415	2713.881074	2938.670784	3190.736717	3496.574685	3888.695877	4504.621839	9523.02279
20300102	Tertiary Reservoirs	gas	largest	BCFG	60	1	BCFG	338.3337019	2474.592335	3101.3861	3578.909127	4005.15049	4400.726788	4788.625019	5180.122713	5574.308746	5972.793981	6401.727741	6866.849429	7385.316064	7972.391503	8641.865696	9409.828059	10296.92451	11439.49159	13086.35525	15473.92073	19999.47309
20300201	Northern Qatar Arch Extension	oil	oil	MMBO	20	1	MMBO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20300201	Northern Qatar Arch Extension	oil	gas	MMBO	20	1	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20300201	Northern Qatar Arch Extension	oil	NGL	MMBO	20	1	MMBNGL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20300201	Northern Qatar Arch Extension	oil	largest	MMBO	20	1	MMBO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20300201	Northern Qatar Arch Extension	gas	gas	BCFG	120	1	BCFG	2464.995659	20677.90095	28031.82705	33628.33114	38699.98207	43337.70627	47677.84353	51771.31491	55972.25176	60284.95986	64824.29052	69346.83087	74175.90934	79333.90937	84764.49826	90913.4403	97732.48974	105627.5209	116063.7888	131517.7629	244644.8385
20300201	Northern Qatar Arch Extension	gas	liquids	BCFG	120	1	MMBL	102.5441761	838.672692	1145.640647	1390.044204	1602.83926	1800.061897	1989.703336	2182.830551	2373.681923	2566.860792	2763.258532	2980.170894	3198.402874	3442.889094	3708.075316	3999.45587	4338.517831	4754.234516	5308.183534	6137.687488	12816.08212
20300201	Northern Qatar Arch Extension	gas	largest	BCFG	120	1	BCFG	498.1546074	3678.47286	4694.701585	5485.55805	6218.24683	6916.441299	7604.573734	8287.256094	9004.619868	9770.032925	10584.45813	11431.68452	12410.18305	13528.61029	14788.44672	16270.07457	18110.83841	20485.21967	23843.29123	29165.88723	39987.23522
20430101	Southeast Sirte Clastics	oil	oil	MMBO	10	1	MMBO	160.1021121	889.8261721	1143.439581	1343.642233	1505.155712	1655.355439	1792.053129	1919.237674	2041.912182	2168.663814	2293.068381	2424.534477	2558.790422	2708.080628	2860.344686	3031.211042	3220.17017	3452.017014	3721.63209	4130.300526	8114.594541
20430101	Southeast Sirte Clastics	oil	gas	MMBO	10	1	BCFG	31.9351424	195.0384054	257.4448949	309.0704168	356.7024897	402.7143633	450.4389862	500.4149772	554.5077368	610.5203365	672.2284162	736.4528995	809.7256569	889.6665882	978.2289679	1081.219272	1201.381664	1353.698205	1552.585606	1878.527593	4743.890504
20430101	Southeast Sirte Clastics	oil	NGL	MMBO	10	1	MMBNGL	1.943424614	11.58919138	15.33449404	18.37955873	21.23429006	24.04005669	26.89780578	29.96285303	33.24635999	36.59220665	40.21473979	44.16852094	48.42821555	53.16550397	58.62567482	64.94178999	72.15851094	81.18887776	93.17861487	113.2703062	273.7860187
20430101	Southeast Sirte Clastics	oil	largest	MMBO	10	1	MMBO	44.36939466	147.9473601	174.604584	195.9250187	214.3245741	232.145549	249.3763325	266.9380914	284.0021464	302.6055797	321.675795	342.0741855	363.8642317	389.269696	418.5407755	451.8758658	492.3786919	545.4572891	619.7820342	736.1397634	999.8588792
20430101	Southeast Sirte Clastics	gas	gas	BCFG	60	1	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20430101	Southeast Sirte Clastics	gas	liquids	BCFG	60	1	MMBL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20430101	Southeast Sirte Clastics	gas	largest	BCFG	60	1	BCFG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20430102	Central Sirte Carbonates	oil	oil	MMBO	5	1	MMBO	513.4915846	1710.507691	2105.252449	2407.353731	2659.909757	2872.515583	3073.228335	3261.172879	3444.463805	3616.553943	3785.214383	3958.50414	4132.497729	4322.850764	4519.604835	4730.906155	4984.284902	5265.320234	5628.801576	6143.891537	9467.395254
20430102	Central Sirte Carbonates	oil	gas	MMBO	5	1	BCFG	319.2042934	1488.285999	1854.15351	2125.538809	2375.562528	2595.729497	2803.411491	3011.083961	3218.193874	3427.442466	3633.33191	3847.128174	4073.855818	4313.148618	4569.418482	4861.117186	5190.973957	5589.149043	6111.875075	6945.818078	12919.86221
20430102	Central Sirte Carbonates	oil	NGL	MMBO	5	1	MMBNGL	20.11916523	88.32927547	110.7285913	126.80221	141.3471213	155.1519752	167.2102167	179.8138236	192.0290434	204.4260577	217.1586256	230.3640153	243.9286788	258.4429934	274.5957665	292.1968431	311.796894	337.1014102	369.4934106	419.1812161	797.6979104
20430102	Central Sirte Carbonates	oil	largest	MMBO	5	1	MMBO	62.21264912	175.4871789	208.2141132	233.0538074	254.3687772	276.5697932	297.1704864	317.4324941	338.9263246	360.8134265	384.5231116	409.8929736	437.2297988	467.1565987	500.5558322	539.861573	588.9942364	646.3212827	719.5652944	825.3256365	999.8368276
20430102	Central Sirte Carbonates	gas	gas	BCFG	30	1	BCFG	781.0600982	2467.253288	2936.753728	3324.072612	3658.690086	3982.079556	4300.598106	4614.664409	4935.175919	5269.29614	5618.185114	5976.357693	6354.340883	6751.175647	7191.155861	7688.6043	8256.355457	8942.192864	9852.470041	11252.09314	23283.53269
20430102	Central Sirte Carbonates	gas	liquids	BCFG	30	1	MMBL	23.15372612	70.78486347	85.15062948	96.80123821	107.2161751	117.130484	126.5179683	136.2600896	145.9609988	156.0265387	166.1495007	177.361607	188.9661606	201.6530122	215.3212858	231.0454225	249.5006352	271.4987731	301.4303851	346.5740499	793.2933527
20430102	Central Sirte Carbonates	gas	largest	BCFG	30	1	BCFG	129.1372052	466.1529179	572.8512584	658.8136846	737.5607289	813.7035129	889.3446627	963.9065414	1044.834315	1132.773803	1228.632769	1330.154286	1438.265381	1569.952408	1727.321566	1911.225865	2145.780937	2451.31804	2894.7201	3670.70785	5997.259255
20430103	Offshore Sirte Hypothetical	oil	oil	MMBO	10	0.48	MMBO	0	0	0	0	0	0	0	0	0	0	0	343.7425548	464.9404717	558.5513818	641.6137386	723.7214901	814.872502	915.3805242	1048.262244	1253.85673	2981.296549
20430103	Offshore Sirte Hypothetical	oil	gas	MMBO	10	0.48	BCFG	0	0	0	0	0	0	0	0	0	0	0	1499.50945	2117.685682	2578.826627	3027.623818	3500.461275	4000.136847	4600.369423	5368.164866	6632.646767	17454.40079
20430103	Offshore Sirte Hypothetical	oil	NGL	MMBO	10	0.48	MMBNGL	0	0	0	0	0	0	0	0	0	0	0	89.52625737	125.6274464	153.8197868	180.4693102	209.5162792	239.9567756	275.7570367	323.4432757	400.0806618	1071.145177
20430103	Offshore Sirte Hypothetical	oil	largest	MMBO	10	0.48	MMBO	21.70010682	66.84681613	81.08459798	93.1815917	104.1814728	114.8935123	125.7853004	136.7350758	148.5497661	161.2245242	175.1973914	189.9726269	207.081605	225.8996904	248.6883138	276.7935167	311.4616576	359.4267907	429.3058229	556.1538997	999.0990436
20430103	Offshore Sirte Hypothetical	gas	gas	BCFG	60	0.48	BCFG	0	0	0	0	0	0	0	0	0	0	0	2088.034289	2808.167997	3359.798876	3854.56644	4353.285193	4887.112182	5493.083311	6275.598276	7487.87875	19088.7824
20430103	Offshore Sirte Hypothetical	gas	liquids	BCFG	60	0.48	MMBL	0	0	0	0	0	0	0	0	0	0	0	59.82848204	81.89174302	98.06970313	113.6502212	128.6158929	144.9855691	164.6412583	189.312928	228.9283441	670.1856854
20430103	Offshore Sirte Hypothetical	gas	largest	BCFG	60	0.48	BCFG	116.2773219	404.0429117	495.2507299	567.2365607	632.3936582	694.5832657	760.9735512	828.408845	899.246028	974.4911804	1053.265802	1144.706891	1244.230876	1361.481395	1495.188672	1659.324327	1861.888581	2139.83445	2563.193588	3327.879931	5999.002363
20430104	Southeast Sirte Hypothetical	oil	oil	MMBO	5	0.5	MMBO	0	0	0	0	0	0	0	0	0	0	69.7602358	222.1597258	297.9684646	359.3678919	415.8849822	474.9134743	537.9877709	606.46877	696.0756265	823.9374995	1915.808212
20430104	Southeast Sirte Hypothetical	oil	gas	MMBO	5	0.5	BCFG	0	0	0	0	0	0	0	0	0	0	12.69493058	41.48348994	57.02991349	71.13941848	85.23867654	100.5254431	119.0731059	141.2288279	171.5060579	221.8723629	821.3074539
20430104	Southeast Sirte Hypothetical	oil	NGL	MMBO	5	0.5	MMBNGL	0	0	0	0	0	0	0	0	0	0	0.756038044	2.459214273	3.406137437	4.247613121	5.084360881	6.010608056	7.116562665	8.454606774	10.31488206	13.35392795	45.50055427
20430104	Southeast Sirte Hypothetical	oil	largest	MMBO	5	0.5	MMBO	10.76504956	41.16785723	50.416428	57.91352235	64.6348727	71.19564865	77.63137736	84.10664741	90.87447462	97.89406092	105.1489078	113.2263049	122.2523197	132.7225382	144.7053977	158.8455292	176.3719894	199.673748	233.4302293	295.3003698	499.9345177
20430104	Southeast Sirte Hypothetical	gas	gas	BCFG	30	0.5	BCFG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20430104	Southeast Sirte Hypothetical	gas	liquids	BCFG	30	0.5	MMBL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20430104	Southeast Sirte Hypothetical	gas	largest	BCFG	30	0.5	BCFG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	oil	oil	MMBO	4	1	MMBO	27.7606831	171.4762792	229.84353	277.4550661	323.4648443	366.8069719	409.6387141	454.434923	501.1841498	549.0205984	601.8707926	655.4631631	714.0738661	774.1200229	841.1512421	915.2284199	997.4514108	1090.421596	1206.55927	1368.892365	2336.240724
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	oil	gas	MMBO	4	1	BCFG	46.58242659	319.0706336	429.906997	526.8419014	612.733382	701.2720057	786.9331539	878.287715	969.2057097	1065.001131	1169.428455	1276.109152	1394.050007	1519.623013	1657.391543	1814.269457	1990.371736	2207.706514	2485.571112	2897.804841	6515.1518
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	oil	NGL	MMBO	4	1	MMBNGL	1.569415788	9.452603277	13.0106275	15.98742466	18.77789136	21.47451276	24.25302303	27.02643987	30.05105264	33.13097357	36.51758496	39.98080736	43.79329243	47.82244332	52.24648529	57.58298571	63.79945054	71.49458977	81.64748952	97.60850525	288.7536674
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	oil	largest	MMBO	4	1	MMBO	7.604437253	34.70253475	43.22474355	50.23934156	56.74914128	62.77883826	68.54369046	74.4529166	80.59855246	86.90308748	93.5502448	100.6494142	108.6501108	117.7262701	128.1136732	140.291447	155.0699992	174.5083214	201.8215643	246.4279684	349.9887759
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	gas	gas	BCFG	24	1	BCFG	56.49433596	363.1549204	483.1042139	582.5525775	678.5739249	773.8434896	867.5767586	964.1476201	1064.341944	1165.233078	1273.661192	1388.676168	1508.149695	1634.810169	1778.708125	1932.031536	2102.770587	2299.082376	2548.268444	2904.110332	4911.77891
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	gas	liquids	BCFG	24	1	MMBL	0.78055418	5.296101094	7.013384455	8.523326477	9.931740389	11.35865326	12.76318079	14.2057118	15.72900271	17.32083284	18.85590176	20.56342017	22.40293366	24.3841602	26.52861706	28.85910964	31.45914715	34.65116833	38.60084294	44.74394619	88.98768252
20480101	Bou Dabbous-Tertiary Structural/Stratigraphic	gas	largest	BCFG	24	1	BCFG	31.23075353	96.60381218	118.3785955	135.5645139	150.8246276	165.4140349	179.6809218	193.4949977	208.2123892	223.4354784	239.9743111	257.9166875	277.3075637	299.5666789	325.187596	354.5098224	390.4532772	438.4949898	507.0330012	626.026325	999.9914448
20480201	Jurassic-Cretaceous Structural/Stratigraphic	oil	oil	MMBO	1	1	MMBO	16.6484376	95.85222271	129.5976859	157.3193061	184.6063338	212.4269902	240.7239101	269.4935627	299.6979427	331.1318879	363.3538659	397.1153582	432.6917573	471.3758698	513.3374386	557.7248957	607.1690425	667.6787236	739.4935996	840.7373563	1456.567672
20480201	Jurassic-Cretaceous Structural/Stratigraphic	oil	gas	MMBO	1	1	BCFG	25.52280422	179.7427046	243.0810866	299.3672734	354.0034089	409.2505361	464.5134814	521.1907779	577.127667	639.3807208	703.1880879	771.0679537	843.5751586	922.3410395	1008.159296	1106.11563	1214.20483	1344.244142	1516.042331	1786.034244	3637.114207
20480201	Jurassic-Cretaceous Structural/Stratigraphic	oil	NGL	MMBO	1	1	MMBNGL	0.382419054	2.606828233	3.584306245	4.420986505	5.213558698	6.034484676	6.867901362	7.684081459	8.551214764	9.467334697	10.42156487	11.44119617	12.50815532	13.72075822	15.02007676	16.46769309	18.1153465	20.19857493	22.9550643	27.37134298	67.18782755
20480201	Jurassic-Cretaceous Structural/Stratigraphic	oil	largest	MMBO	1	1	MMBO	4.375955178	19.51408329	24.87412054	29.19137587	33.12421304	36.86752484	40.42244239	44.10334317	47.96804239	51.83003986	55.96082973	60.49422334	65.41238474	70.87394482	77.26516652	84.6589231	93.99705217	105.8949518	121.9151609	148.5174442	199.9098268
20480201	Jurassic-Cretaceous Structural/Stratigraphic	gas	gas	BCFG	6	1	BCFG	38.38813342	293.5541994	410.9461111	518.4604894	622.2949859	724.5572891	833.5573252	943.8615309	1065.212391	1187.919663	1311.8538	1444.52188	1588.970696	1737.794153	1892.805545	2069.958815	2271.321894	2497.47854	2776.581411	3181.1656	6174.3449
20480201	Jurassic-Cretaceous Structural/Stratigraphic	gas	liquids	BCFG	6	1	MMBL	0.341968878	2.782273421	3.910834602	4.920035039	5.921573707	6.938227633	8.004012066	9.104860863	10.26462814	11.45202538	12.70500128	14.03198359	15.43621029	16.9796414	18.63649551	20.45791017	22.57978167	25.12071493	28.38383785	33.53299725	78.82408784
20480201	Jurassic-Cretaceous Structural/Stratigraphic	gas	largest	BCFG	6	1	BCFG	12.00000623	74.03796651	96.81570787	115.6473492	132.7463995	149.2264341	165.7152219	182.003152	199.0335702	216.5775244	235.3594111	256.6447445	279.3405895	304.8637384	333.2430943	368.0170156	411.4775947	468.7624864	548.7899083	684.4492049	999.750814
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	oil	oil	MMBO	10	1	MMBO	57.81045117	292.1751507	386.2423545	456.1395371	515.2669425	567.6409683	617.3650303	665.0032075	710.0442145	755.5293428	802.2161113	849.0087279	899.6747141	951.5731858	1006.347066	1067.018189	1137.331153	1215.461658	1312.050552	1450.036019	2426.658408
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	oil	gas	MMBO	10	1	BCFG	35.26814345	233.4261942	310.3526581	368.9131112	419.574356	464.0602364	507.4038089	548.971587	590.300565	631.5977511	673.0456804	716.5966443	761.8843383	813.3038391	867.098213	929.8189078	998.9969454	1084.762331	1192.763663	1354.516255	2696.552888
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	oil	NGL	MMBO	10	1	MMBNGL	1.188944428	8.649100455	11.55193324	13.90641217	15.80508509	17.57405455	19.29147909	21.00055225	22.68547646	24.40552507	26.22301109	28.10714091	30.00507749	32.15366687	34.51941769	37.18727404	40.35286841	44.27125451	49.4368585	57.96808572	124.1357819
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	oil	largest	MMBO	10	1	MMBO	13.47538973	40.35975968	48.35252877	54.86872966	60.98722343	66.47218587	72.04050996	77.76855633	83.32884662	89.60126076	96.07307648	102.9709791	110.7511515	119.6853948	130.4779377	143.1415655	158.8156653	178.1217565	206.2169429	254.5961386	361.8399946
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	gas	gas	BCFG	60	1	BCFG	60.68869974	268.8185835	385.3837649	501.9416924	622.3482887	743.4878184	865.8295598	995.9078634	1129.868872	1268.500217	1416.792027	1571.164035	1736.590314	1909.641738	2096.042098	2309.308949	2539.350335	2809.569678	3156.906885	3639.625302	7529.407404
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	gas	liquids	BCFG	60	1	MMBL	1.840075552	12.76796115	18.60890161	24.17484735	29.95059697	35.65896574	41.57567154	48.03217052	54.44365883	61.22969074	68.50421042	76.03045304	84.41080855	93.45600332	103.2550455	113.8898121	126.7092334	142.1281639	161.4818571	191.9553867	467.8124353
20540101	Tanezzuft-Oued Mya Structural/Stratigraphic	gas	largest	BCFG	60	1	BCFG	60.68869974	111.1840708	137.72414	160.1902332	181.1397549	202.0178828	222.5686955	244.6434084	267.5339762	291.3451375	317.6710112	344.868128	375.6597417	411.9140765	453.6504362	504.3515267	567.8411146	653.839153	783.538692	1029.573876	1999.510293
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	oil	oil	MMBO	1	1	MMBO	21.94669048	348.3277373	508.5436433	649.5360841	785.7378963	917.2719247	1052.915232	1188.272427	1333.865089	1475.459965	1629.346248	1786.814815	1962.565971	2150.375666	2351.969823	2584.320063	2850.022826	3162.100496	3577.227889	4224.082145	10648.818
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	oil	gas	MMBO	1	1	BCFG	26.03850305	449.9893644	663.0919669	847.5343467	1023.467132	1202.887625	1388.027994	1567.245828	1755.509015	1954.031594	2174.653983	2395.953287	2634.500936	2901.207038	3183.002505	3522.911027	3908.768474	4384.580937	5030.388277	6078.790861	19524.33111
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	oil	NGL	MMBO	1	1	MMBNGL	0.737948794	16.87483696	25.3465182	32.52911667	39.24409887	46.24849329	53.43898256	60.52501362	68.03408253	75.86201232	84.06878763	93.17774433	102.9031699	113.3965382	126.0010062	140.1590366	156.5975016	177.6563719	206.9942742	252.4245777	885.1036664
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	oil	largest	MMBO	1	1	MMBO	10.09722858	95.96109971	134.8245617	169.3472776	200.0729764	230.5260508	261.6542003	293.5127074	327.2065773	362.6928608	403.1448281	447.4930496	499.5017552	559.6667871	628.7142166	711.3476182	819.1981177	969.3540102	1190.129475	1556.530021	2487.600081
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	gas	gas	BCFG	6	1	BCFG	41.39300296	495.1769566	702.8276478	882.561226	1049.646811	1209.103445	1364.82952	1521.737948	1688.634773	1852.914788	2031.671717	2217.35872	2419.497558	2645.605961	2878.890986	3144.975144	3452.915582	3830.864127	4298.73468	5060.070849	11342.61899
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	gas	liquids	BCFG	6	1	MMBL	2.411026257	33.34075728	47.76555647	60.07848148	71.80590717	83.19902187	94.27554464	105.302428	117.028873	129.2727758	142.0421473	155.9874969	170.4608803	186.3318974	203.8202978	224.3634841	247.9471587	277.1486333	317.1455508	382.4163727	915.6825541
20540201	Tanezzuft-Melrhir Structural/Stratigraphic	gas	largest	BCFG	6	1	BCFG	20.33628965	160.0141665	212.9784297	255.857142	295.289163	333.2403078	371.7070469	409.7702753	449.8039283	492.6917607	538.5338747	590.2651256	645.4367383	710.3584775	785.09386	874.3921405	984.4611476	1140.696414	1364.928005	1756.023104	3143.723119
20540301	Tanezzuft-Ghadames Structural/Stratigraphic	oil	oil	MMBO	1	1	MMBO	146.8493104	989.9084621	1344.85853	1673.939463	1973.183728	2285.967907	2604.52553	2924.514962	3261.816192	3626.744014	3992.575971	4376.333285	4776.226982	5210.985724	5656.708106	6172.92684	6751.377026	7432.812108	8262.976349	9520.061604	17505.86344
20540301	Tanezzuft-Ghadames Structural/Stratigraphic	oil	gas	MMBO	1	1	BCFG	206.2123032	1273.807589	1741.456586	2177.804468	2594.192181	3001.33303	3429.139526	3886.662085	4328.260652	4795.9349	5291.991543	5838.162103	6383.148665	6984.931204	7638.977741	8364.296147	9215.082729	10252.03429	11659.44191	13732.80276	29276.946
20540301	Tanezzuft-Ghadames Structural/Stratigraphic	oil	NGL	MMBO	1	1	MMBNGL	5.740792586	47.98242625	66.32401767	82.56980559	98.66568491	115.2326968	131.7663201	148.8955701	166.8889547	185.4814638	206.0069261	227.0966528	249.4215168	273.6796714	301.2577533	332.727989	369.0616616	416.4790944	477.5266394	575.7188661	1492.036529
20540301	Tanezzuft-Ghadames Structural/Stratigraphic	oil	largest	MMBO	1	1	MMBO	22.41465875	197.1561553	261.093668	316.8080022	367.3207832	417.4001778	464.9963699	513.7613737	564.9289515	621.4179292	678.6688575	743.8054206	812.4377653	892.7240192	988.0073928	1098.874971	1235.131489	1393.128845	1611.23901	1938.979932	2487.94324
