Total Petroleum System Code	Total Petroleum System Name	Field Type	Total Petroleum System Probability	Oil F95 (MMBO)	Oil F50 (MMBO)	Oil F5 (MMBO)	Oil Mean (MMBO)	Gas F95 (BCFG)	Gas F50 (BCFG)	Gas F5 (BCFG)	Gas Mean (BCFG)	NGL F95 (MMBNGL)	NGL F50 (MMBNGL)	NGL F5 (MMBNGL)	NGL Mean (MMBNGL)
391301	Late Jurassic/Early Cretaceous-Mesozoic	gas	1	NA	NA	NA	NA	4176.394097	14578.6403	37730.80847	16930.13598	173.299642	622.9219458	1717.298251	744.5430591
393001	Latrobe	oil	1	102.6100251	288.3751726	582.9184299	309.5168515	265.991288	785.114707	1747.143848	866.606492	14.7803219	45.89388196	109.7576986	51.99502965
393001	Latrobe	gas	1	NA	NA	NA	NA	976.5586057	4261.047279	10373.23278	4791.486125	57.18887604	252.2893889	637.8312554	287.1079218
394801	Dingo-Mungaroo/Barrow	oil	1	820.9822488	2216.642233	3787.187622	2249.077648	2388.837378	6535.82257	11849.2211	6744.682738	113.3003928	319.275639	618.8217209	336.566429
394801	Dingo-Mungaroo/Barrow	gas	1	NA	NA	NA	NA	17815.12255	50332.24766	79471.75417	49635.48244	1041.041007	2957.873166	5002.215783	2977.464242
394802	Locker-Mungaroo/Barrow	oil	1	41.26170122	118.8624413	264.6367473	131.8169005	14.90931491	47.73948132	123.7462752	55.48752732	0.830178406	2.78746388	7.707999683	3.327282319
394802	Locker-Mungaroo/Barrow	gas	1	NA	NA	NA	NA	1396.119937	6930.990594	19623.41723	8275.25551	58.34066809	296.8301009	902.9767905	364.5421398
401701	Upper Jurassic Spekk	oil	1	1380.16169	5847.882021	13913.60799	6538.337325	3864.431457	17103.25555	44675.17643	19795.53428	290.332137	1335.788343	3745.767966	1584.625371
401701	Upper Jurassic Spekk	gas	1	NA	NA	NA	NA	9830.584495	123237.4367	350817.6882	145405.5862	615.5706979	6131.012895	18347.02592	7405.66733
402501	Kimmeridgian Shales	oil	1	4250.69929	11977.69494	25560.3042	13098.478	3548.28725	10603.26402	24929.9694	11967.14889	196.7260562	619.8538229	1570.774246	717.22057
402501	Kimmeridgian Shales	gas	1	NA	NA	NA	NA	8286.805191	23646.37573	50040.7484	25777.80242	337.5320453	1019.163554	2353.620917	1141.597386
403601	Carboniferous-Rotliegend	oil	1	39.0674639	129.3215065	294.3434399	143.2661701	26.25911907	85.90849473	208.6344497	97.59565255	0.465599896	1.82655465	4.963089743	2.155352625
403601	Carboniferous-Rotliegend	gas	1	NA	NA	NA	NA	7862.349408	23873.88743	49349.50525	25692.15084	17.33002671	58.69528432	143.4815358	66.74311899
404701	Isotopically Light Gas	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
404701	Isotopically Light Gas	gas	1	NA	NA	NA	NA	851.9901082	2128.906512	4420.251764	2320.536801	6.197483954	16.59860828	37.75351969	18.57260478
404702	Mesozoic/Paleogene Composite	oil	1	111.3461008	316.3951227	660.0480628	343.912599	306.0816241	925.2561852	2105.176702	1031.597426	16.96591685	53.92679738	133.1084979	61.78975327
404702	Mesozoic/Paleogene Composite	gas	1	NA	NA	NA	NA	405.3794993	1210.80586	2526.294769	1313.129589	3.757997184	11.77104297	26.95698899	13.12350308
404703	Paleozoic Composite	oil	1	11.97155248	42.48808571	96.15695197	46.85257742	24.69533886	90.75188833	223.2145654	103.1094539	1.376325193	5.282590475	14.02390688	6.187243545
404703	Paleozoic Composite	gas	1	NA	NA	NA	NA	70.75758095	253.792904	576.3678754	280.2367742	2.901847487	10.82915017	26.74727949	12.33428984
404801	Greater Hungarian Plain Neogene	oil	1	90.20194114	187.9530766	326.4719429	196.2019709	76.98413555	186.6021077	410.0396893	207.5522107	2.804484293	7.293857631	17.26612053	8.30919218
404801	Greater Hungarian Plain Neogene	gas	1	NA	NA	NA	NA	924.6215408	2111.173188	3683.532116	2187.612815	23.07058263	60.55643699	124.9218845	65.59423978
404802	Zala-Drava-Sava Mesozoic/Neogene	oil	1	54.14902352	108.386036	193.6556591	114.2289036	45.34968909	107.8124101	240.5967951	120.586393	1.649223238	4.214664642	10.12984754	4.834410148
404802	Zala-Drava-Sava Mesozoic/Neogene	gas	1	NA	NA	NA	NA	499.6994464	970.0536529	1759.009403	1030.16597	11.99564605	28.07328218	59.33135246	30.87265554
404803	Danube Neogene	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
404803	Danube Neogene	gas	1	NA	NA	NA	NA	43.10556588	131.9640802	299.1467629	146.1269292	0.802802401	2.561936904	6.301917503	2.924765004
404804	Transcarpathian Neogene	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
404804	Transcarpathian Neogene	gas	1	NA	NA	NA	NA	29.40407318	100.1608599	235.835673	112.2257175	0.551204577	1.945832029	4.967183924	2.241354838
404806	Hungarian Paleogene	oil	1	9.003641301	42.48705288	111.3138454	48.96964021	10.07825591	49.28115979	139.52085	58.70022251	0.283607874	1.434554388	4.375761864	1.761306095
404806	Hungarian Paleogene	gas	1	NA	NA	NA	NA	59.01800548	249.4543221	604.5295495	280.2822147	2.208703448	9.647877262	25.51845987	11.20462024
405701	Transylvanian Hybrid	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
405701	Transylvanian Hybrid	gas	1	NA	NA	NA	NA	460.1635569	1845.673376	4489.781982	2083.094598	1.352275356	5.561426974	14.80116095	6.479038286
406001	Porto Garibaldi	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
406001	Porto Garibaldi	gas	1	NA	NA	NA	NA	6407.673594	15276.4366	29043.484	16266.59684	11.24773054	30.39656936	71.82197184	34.34849546
406002	Meride/Riva di Solto	oil	1	38.78116211	293.2438434	915.707462	360.4402376	81.19739169	625.4799439	2077.189927	792.4756211	4.679924925	36.40461799	129.4153398	47.61623515
406002	Meride/Riva di Solto	gas	1	NA	NA	NA	NA	111.1042385	721.175245	2345.637437	905.0924133	4.679479891	30.8492143	106.3766488	39.82938124
406101	Moesian Platform Composite	oil	1	67.40803528	159.8507038	309.8373285	170.8530827	73.52243242	186.7234584	398.8121441	205.089438	2.014066876	5.460220823	12.6382359	6.150468716
406101	Moesian Platform Composite	gas	1	NA	NA	NA	NA	102.6396729	322.662	725.9651538	356.149388	3.817727635	12.50254873	30.80469447	14.26086615
406102	Dysodile Schist-Tertiary	oil	1	286.3768067	769.0346123	1627.066046	841.9977769	271.5114901	798.7937258	1855.375063	898.3619851	7.520420548	23.3648337	58.55255681	26.94030489
406102	Dysodile Schist-Tertiary	gas	1	NA	NA	NA	NA	432.4865127	1555.074384	3551.045131	1719.693314	16.1579429	60.21849216	150.3982167	68.80166482
406801	Pre-Messinian	oil	0.6	0	216.2859175	1398.849043	388.2937267	0	453.9753309	3148.873921	856.2766936	0	26.07742231	192.5793739	51.42627623
406801	Pre-Messinian	gas	0.6	NA	NA	NA	NA	0	41207.42318	148530.5732	50354.05378	0	1714.700969	6808.741819	2213.51196
520001	Permian/Upper Jurassic Composite	oil	0.7	0	49683.71194	111814.9417	47147.76135	0	46606.73553	118596.9413	47147.98308	0	2642.282551	7499.341833	2826.542949
520001	Permian/Upper Jurassic Composite	gas	0.7	NA	NA	NA	NA	0	34430.205	81179.02944	33560.8148	0	1297.394136	3458.103847	1343.243311
521501	Egret-Hibernia	oil	1	442.8667037	1617.703292	3722.656255	1796.301566	1600.91778	6360.001592	17947.35946	7588.533579	90.01389099	371.5135248	1120.349043	456.3299043
521501	Egret-Hibernia	gas	1	NA	NA	NA	NA	392.4604642	1193.280811	2577.100464	1303.982621	15.92893359	50.89513163	120.4358632	57.38637781
524301	Keg River-Keg River	oil	1	26.26603248	76.70858472	164.7223478	83.7292855	24.27203893	74.40442273	175.0001001	83.6320147	1.349277655	4.352454543	10.97481378	5.02396628
524301	Keg River-Keg River	gas	1	NA	NA	NA	NA	660.4555686	1608.390708	2976.950272	1692.161732	12.04802396	31.29061376	63.9794852	33.81242486
524302	Duvernay-Leduc	oil	1	209.1712477	492.0269566	818.1742351	501.0080542	190.6729062	478.7267523	889.1535286	500.8755669	10.54814485	27.8945435	57.37808287	30.10596311
524302	Duvernay-Leduc	gas	1	NA	NA	NA	NA	1083.837698	2614.058114	4683.620173	2722.897546	37.99272524	96.53386887	191.4463982	103.3574982
524303	Exshaw-Rundle	oil	1	47.91228862	116.4924067	234.1529149	125.7556398	19.63269809	50.6907726	112.2295262	56.47624094	1.079401363	2.956943121	7.117656646	3.385067031
524303	Exshaw-Rundle	gas	1	NA	NA	NA	NA	852.3330792	2390.117042	5049.140947	2606.901198	17.09053996	50.15179985	115.8914219	56.24974073
524304	Combined Triassic/Jurassic	oil	1	35.82791708	88.1989155	183.3091826	96.44408068	14.74052	38.73602851	87.82532851	43.43058955	0.809196491	2.270400199	5.539548108	2.608204362
524304	Combined Triassic/Jurassic	gas	1	NA	NA	NA	NA	887.7542355	1986.533951	3805.359055	2122.933902	20.02022269	48.50439935	103.0660392	53.3932355
524305	Mannville-Upper Mannville	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
524305	Mannville-Upper Mannville	gas	1	NA	NA	NA	NA	2297.292284	4401.941755	7472.166424	4596.654546	41.15881666	86.31470475	161.6681988	91.89233903
524306	Second White Specks-Cardium	oil	1	14.23419843	34.42828615	60.94389316	35.65636383	5.82722983	15.03817094	29.69036826	16.06260291	0.324915424	0.880510235	1.89729608	0.964908788
524306	Second White Specks-Cardium	gas	1	NA	NA	NA	NA	482.2239454	1054.677658	1891.349713	1109.453443	13.15349684	30.9633537	61.13933763	33.27264662
524401	Yeoman	oil	1	1.560348366	4.906304137	11.37176124	5.49424583	1.009287792	3.32956559	8.379779593	3.83819408	0.056263228	0.19384235	0.529574466	0.230299572
524401	Yeoman	gas	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
524402	Brightholme	oil	1	1.711315528	6.784032527	16.10220256	7.57210382	1.131245073	4.604140589	11.92969099	5.304876412	0.063519131	0.266504631	0.747737401	0.318121646
524402	Brightholme	gas	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
524403	Bakken	oil	1	2.146629678	9.751224904	23.65335903	10.94901352	0.599862156	2.841940409	7.492699535	3.283365702	0.03384616	0.164824919	0.47015623	0.197058821
524403	Bakken	gas	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
524404	Lodgepole	oil	1	46.01811541	103.7723829	200.341295	111.240955	18.31513541	44.37254712	94.55810038	48.975024	1.137920102	2.959551515	6.79974329	3.330576009
524404	Lodgepole	gas	1	NA	NA	NA	NA	3.873463394	11.82566645	29.39973637	13.59481599	0.164404731	0.508273361	1.34016887	0.598221802
530501	Pimienta-Tamabra	oil	1	5974.661958	18602.7655	40240.2924	20568.59472	9877.242294	31856.58805	75964.43199	36427.4943	550.4325752	1855.03623	4793.619411	2186.374915
530501	Pimienta-Tamabra	gas	1	NA	NA	NA	NA	2029.606689	10906.49807	30009.75873	12844.18021	83.902468	465.7186799	1375.35705	564.4629845
602101	Cenomanian-Turonian	oil	1	2793.362242	13936.7039	32581.57747	15246.87112	5184.474663	26805.927	68052.90865	30335.33738	288.271195	1556.422585	4296.342656	1817.46481
602101	Cenomanian-Turonian	gas	1	NA	NA	NA	NA	1850.76408	9995.979902	27855.71598	11723.03564	76.40910908	424.4805109	1259.080912	512.154617
602201	Neogene	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
602201	Neogene	gas	1	NA	NA	NA	NA	7628.399898	27785.22569	58079.35274	29839.72373	70.59334132	270.7528862	619.9182333	298.4021166
602901	Neocomian to Turonian Composite	oil	1	196.6724164	1271.342973	3526.832549	1487.472183	410.702346	2694.566253	8080.660477	3260.139065	22.90835523	155.3616506	498.2448021	194.5047982
602901	Neocomian to Turonian Composite	gas	1	NA	NA	NA	NA	956.8297396	4309.483301	11828.6194	5073.792293	39.09636943	182.6973716	536.3948742	220.5907986
603401	Cretaceous Composite	oil	1	303.7970887	2337.776574	7735.585772	2958.54144	620.6290633	5031.702294	18217.91367	6643.553909	34.46248653	289.8718543	1116.671934	395.8746586
603401	Cretaceous Composite	gas	1	NA	NA	NA	NA	3089.024039	22349.26324	70363.14877	27642.99973	130.6730484	952.9498384	3224.485215	1216.474285
603501	Lagoa Feia-Carapebus	oil	1	3441.737612	14234.52496	36478.54582	16293.13437	3217.785849	12882.02398	34234.50297	14974.50793	89.86230019	374.0580265	1073.551858	449.2727616
603501	Lagoa Feia-Carapebus	gas	1	NA	NA	NA	NA	527.2776017	3619.002308	12432.86155	4716.785611	11.08524857	76.95872076	283.8087478	103.7452006
603601	Guaratiba-Guaruja (Cretaceous) Composite	oil	1	4116.589734	21963.08867	46265.28921	23208.84386	7644.729108	37301.75556	85053.86358	40722.64662	429.3541407	2177.344499	5371.801618	2441.913374
603601	Guaratiba-Guaruja (Cretaceous) Composite	gas	1	NA	NA	NA	NA	9954.779747	37113.9811	78603.12706	39823.94433	407.1677998	1585.290457	3651.911259	1752.495209
603701	Cenomanian-Turonian-Tertiary Composite	oil	0.9	0	2547.946774	7183.63949	2937.768111	0	5420.904437	16605.14852	6466.59531	0	313.7672683	1027.039554	387.8127079
603701	Cenomanian-Turonian-Tertiary Composite	gas	0.9	NA	NA	NA	NA	0	14221.50186	39186.60169	16339.13228	0	605.5834366	1810.920473	719.4524947
604101	Mesozoic-Cenozoic	oil	1	1027.696565	2780.58898	5803.467613	3023.368507	235.5737509	673.561613	1543.947421	755.4825632	4.352006805	13.13686873	32.75669185	15.12079151
604101	Mesozoic-Cenozoic	gas	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
604102	Paleozoic	oil	0.5	0	6.789312838	262.3749432	74.3072737	0	14.04623274	598.1807118	163.8553819	0	0.745546527	37.10896687	9.829684253
604102	Paleozoic	gas	0.5	NA	NA	NA	NA	0	58.67715182	2462.31895	676.6870379	0	2.190971697	112.0843988	29.78578938
604501	Los Monos-Machareti	oil	1	277.281562	1719.174313	5548.418705	2145.128115	687.4258194	4327.675041	15032.28721	5597.38955	38.56690269	249.9974302	935.8834713	335.6873655
604501	Los Monos-Machareti	gas	1	NA	NA	NA	NA	9930.597458	24073.34431	46059.23422	25509.52015	341.4782369	882.5967607	1866.188272	963.8351558
605501	Neuquen Hybrid	oil	1	411.7443852	1212.990482	2413.094983	1289.538369	1122.690917	3444.232664	7529.100188	3773.477277	20.17963504	65.47146125	155.1251112	73.6005401
605501	Neuquen Hybrid	gas	1	NA	NA	NA	NA	2544.025955	8137.992173	16341.22579	8642.266095	33.1852878	116.1285125	271.2126994	129.5597358
605801	D-129	oil	1	159.9625856	470.1200189	927.5539195	498.1894298	175.1928122	529.9229524	1117.65068	574.0548634	3.276148871	10.30072357	23.62549125	11.48301998
605801	D-129	gas	1	NA	NA	NA	NA	892.4823219	2961.19546	6245.0718	3199.447116	16.57681697	57.37707677	132.9819178	63.95206194
605901	Lower Inoceramus	oil	1	225.7601401	665.033017	1305.697592	704.2707433	759.7603166	2258.611694	4724.36174	2437.030325	5.627955743	17.54033475	39.93229593	19.48316864
605901	Lower Inoceramus	gas	1	NA	NA	NA	NA	3992.196427	11181.34597	20655.76471	11603.46164	94.88700586	273.5717936	541.3217326	290.0433884
606001	Neocomian Lacustrine	oil	0.9	0	3047.396408	9100.778133	3603.343784	0	2936.278431	9520.306969	3603.412039	0	56.63266087	196.551485	72.09574402
606001	Neocomian Lacustrine	gas	0.9	NA	NA	NA	NA	0	4463.397264	13227.0526	5267.702001	0	86.00922047	278.0252218	105.4660213
606002	Lower Cretaceous	oil	0.56	0	900.1196329	8172.908353	2229.418719	0	1725.465966	16733.30642	4465.504811	0	41.91586908	425.1662844	111.7036932
606002	Lower Cretaceous	gas	0.56	NA	NA	NA	NA	0	1338.969008	11784.3407	3244.418717	0	32.58946327	300.3010999	81.05025323
606301	Lower Cretaceous Marine	oil	1	160.9241273	900.1221335	2327.112696	1030.90738	602.7731734	3472.962913	9783.152934	4122.531255	24.9123377	148.5069714	448.0576141	181.4501703
606301	Lower Cretaceous Marine	gas	1	NA	NA	NA	NA	1071.941307	6292.144547	16406.91295	7204.67827	25.85330721	154.0247225	422.0321536	180.15822
608101	Cretaceous-Tertiary	oil	1	483.9848348	1625.086761	3213.735974	1711.25646	719.2327804	2516.756639	5503.861074	2738.515566	40.4237913	146.7821017	347.1816793	164.2922319
608101	Cretaceous-Tertiary	gas	1	NA	NA	NA	NA	523.2796911	1886.817164	4133.046675	2056.68985	21.36498739	80.68859365	191.9721606	90.4510622
608301	Neogene	oil	1	4.108682213	26.83224103	105.1867348	37.08141023	2.41388486	16.25768341	67.37356917	23.1065328	0.137532606	0.947319158	4.099741682	1.385376235
608301	Neogene	gas	1	NA	NA	NA	NA	47.92641893	356.5594544	1165.353984	448.137925	2.022860055	15.21370017	52.58607801	19.71630752
608302	Cretaceous-Paleogene	oil	1	43.35491306	178.0509752	429.1104974	199.5882018	25.52699508	107.402539	280.2473666	124.1160353	1.429260162	6.252169696	17.45682072	7.439773642
608302	Cretaceous-Paleogene	gas	1	NA	NA	NA	NA	21.81167789	75.4837112	257.1642451	99.41066834	0.887154522	3.260168803	11.65021871	4.383298635
609001	La Luna-La Paz	oil	1	219.9671637	655.391354	1372.958641	708.8033608	257.2812399	872.2057213	2150.920956	992.6869795	14.3568564	50.84519526	134.8088929	59.56712887
609001	La Luna-La Paz	gas	1	NA	NA	NA	NA	661.4148365	2073.604563	4709.623251	2299.620808	17.72839491	60.4700256	157.4414503	70.54236249
609601	Gacheta-Mirador	oil	1	793.2762491	3179.657261	8001.222556	3630.770692	725.2866702	3140.072891	9319.205084	3835.1688	40.74477233	183.7806451	576.9246085	230.0551419
609601	Gacheta-Mirador	gas	1	NA	NA	NA	NA	364.1825564	1920.925181	6019.235333	2381.341325	15.75442573	84.33550733	276.0964662	107.0189655
609801	Querecual	oil	1	2044.706774	6572.015554	14638.03041	7231.37172	3024.571144	10946.14208	27614.99713	12556.56656	168.0735994	638.4381639	1730.427192	753.2324275
609801	Querecual	gas	1	NA	NA	NA	NA	8147.031103	27022.7369	56202.79102	28994.98695	335.7505218	1156.108492	2632.738102	1276.333349
609802	Upper Cretaceous/Tertiary	oil	1	110.3904869	3937.467336	12101.84346	4643.932128	206.6016707	7612.251695	25106.49545	9289.96113	11.60772016	438.2441303	1575.394741	556.6054679
609802	Upper Cretaceous/Tertiary	gas	1	NA	NA	NA	NA	8076.135143	38863.17341	92591.23199	42719.41181	326.4062809	1652.991858	4296.377054	1879.102964
609901	La Luna/Maracaibo	oil	1	3132.952087	7867.88449	14199.13991	8183.349495	4570.097179	11798.81935	22433.28784	12451.20099	254.4076554	688.8214679	1443.205867	747.4519944
609901	La Luna/Maracaibo	gas	1	NA	NA	NA	NA	1287.189462	4677.236148	10421.03355	5124.78844	52.17669835	200.0438026	484.6137583	225.5231423
610301	Lower Cruse	oil	1	0	0	0	0	0	0	0	0	0	0	0	0
610301	Lower Cruse	gas	1	NA	NA	NA	NA	4248.65778	17907.61195	43110.84238	20103.19515	39.77963321	172.7936861	455.9721967	200.8083959
610701	Tobago Trough Paleogene	oil	0.5	0	157.3670834	6091.770653	1535.55585	0	332.8900964	13597.63271	3382.579671	0	18.58394417	832.6509103	203.3573395
610701	Tobago Trough Paleogene	gas	0.5	NA	NA	NA	NA	0	905.544576	33277.9768	8574.117281	0	38.71829703	1501.848465	378.3116558
611701	Upper Jurassic-Neocomian	oil	1	142.2192164	464.2477279	941.0335639	493.6387419	159.4661855	540.3208989	1200.268029	591.5564964	8.872008873	31.53310769	75.66110004	35.46593676
611701	Upper Jurassic-Neocomian	gas	1	NA	NA	NA	NA	0	0	0	0	0	0	0	0
701301	Cretaceous-Tertiary Composite	oil	1	15.49565698	119.654023	429.6870481	157.1913119	32.65765884	254.9689143	967.7316099	345.4819328	1.868879399	14.8743232	59.43226327	20.70458863
701301	Cretaceous-Tertiary Composite	gas	1	NA	NA	NA	NA	82.84602709	414.3585417	1276.356185	510.4799236	3.460563351	17.7267941	58.2626526	22.48833154
718301	Cretaceous Composite	oil	1	224.9822476	900.6184291	2116.959823	1004.486209	918.0663407	3845.820083	9845.427749	4420.496167	28.75446388	123.8508157	339.3349013	146.4055879
718301	Cretaceous Composite	gas	1	NA	NA	NA	NA	1255.702795	5063.768429	12000.36846	5650.385193	27.97802105	117.8337277	302.9685828	135.7059279
719201	Tertiary Niger Delta (Agbada/Akata)	oil	1	17487.25389	39975.01547	65123.02561	40487.33814	28702.94371	70119.53992	133579.297	74055.69125	902.7218312	2291.525064	4608.009946	2459.352475
719201	Tertiary Niger Delta (Agbada/Akata)	gas	1	NA	NA	NA	NA	28844.94779	57910.44876	90585.4317	58660.06691	1740.752573	3516.883593	5593.989001	3574.290295
720301	Melania-Gamba	oil	1	212.0986336	682.1216068	1392.443956	727.1584237	442.5944299	1489.975342	3327.176084	1636.84457	20.42343769	72.25850932	175.5305362	81.80964769
720301	Melania-Gamba	gas	1	NA	NA	NA	NA	266.5308861	1744.657936	4793.89193	2037.651989	11.09835134	74.54746356	221.0334375	89.73703645
720302	Azile-Senonian	oil	1	1241.272571	4544.887671	10428.90735	5030.988313	1614.607169	6168.936611	15491.87904	7048.5468	75.3274149	300.4146947	806.416591	353.0769962
720302	Azile-Senonian	gas	1	NA	NA	NA	NA	1233.25669	5402.567664	13803.24677	6181.163413	51.30829651	231.5131416	634.093272	272.3675628
720303	Congo Delta Composite	oil	1	7495.072239	22082.61343	42505.42618	23198.4163	15555.6976	48119.18273	102773.8251	52132.30844	727.7760207	2337.265317	5387.922138	2605.497174
720303	Congo Delta Composite	gas	1	NA	NA	NA	NA	3701.504635	15532.47859	37689.68713	17449.40708	151.9019221	662.3183654	1747.93535	768.5012242
720304	Cuanza Composite	oil	1	84.2782795	607.77519	2138.037193	790.083071	80.29017202	589.9396589	2205.433745	790.236287	3.821613339	28.66744247	112.9951605	39.48513904
720304	Cuanza Composite	gas	1	NA	NA	NA	NA	66.78699426	472.4447682	2506.906507	767.6896812	2.783451575	20.36842843	111.7585746	33.77151045
730301	Cretaceous Composite	oil	1	22.63091603	86.80869927	312.0531925	116.1796538	45.82166345	186.4226814	700.7087008	255.6482986	2.543527625	10.92428062	42.963623	15.31732379
730301	Cretaceous Composite	gas	1	NA	NA	NA	NA	629.4983447	2828.516018	7889.085678	3347.628203	25.82562952	120.6773626	361.0636256	147.2647534
802601	Patala-Namal	oil	1	52.61108292	136.403982	266.9485261	145.0589018	107.3894354	291.9477577	620.9371715	318.7071803	5.926864977	17.07714995	39.45198838	19.13485073
802601	Patala-Namal	gas	1	NA	NA	NA	NA	45.72797897	191.8440913	562.2642785	232.6617704	1.512772181	6.596814166	20.15592371	8.136185115
803401	Sylhet-Kopili/Barail-Tipam Composite	oil	1	167.1341254	374.3014448	710.2965745	398.9455582	370.8966752	895.9233586	1864.608539	979.6231518	20.44719049	52.37652634	118.5202543	58.75889756
803401	Sylhet-Kopili/Barail-Tipam Composite	gas	1	NA	NA	NA	NA	27.58346561	156.6502377	514.7707781	198.2361289	1.145278415	6.669634146	23.24399304	8.712883137
804201	Sembar-Goru/Ghazij	oil	1	39.50692795	108.6083114	228.6497352	118.5437707	79.49696227	232.1783174	534.1300347	260.3565442	4.432165359	13.56325593	33.84369206	15.62688004
804201	Sembar-Goru/Ghazij	gas	1	NA	NA	NA	NA	7591.752123	25067.7088	63206.78422	29064.16372	250.6994989	856.5081964	2299.929688	1017.560603
804301	Eocene-Miocene Composite	oil	1	640.1956962	1994.645346	3850.608937	2090.794539	1379.427323	4492.880178	9725.360011	4888.437004	35.93182063	132.2144043	331.8347425	151.3207697
804301	Eocene-Miocene Composite	gas	1	NA	NA	NA	NA	2369.872541	7506.061102	15486.89341	8055.777179	76.66089914	244.2077098	533.2779492	266.5507874
804702	Jalangi-Sylhet/Burdwan Composite	oil	1	17.72520579	57.00820264	132.8265098	63.73074851	36.16718666	121.4723492	307.1812055	140.1370976	2.026295206	7.055319147	19.22221918	8.391793684
804702	Jalangi-Sylhet/Burdwan Composite	gas	1	NA	NA	NA	NA	828.0286454	3908.047944	9981.242903	4472.5165	7.64308454	38.47639993	117.0200911	47.21582563
804703	Jenam/Bhuban-Bokabil	oil	1	12.90908158	35.1128629	78.30777994	38.91158314	25.38031629	75.32356173	181.7448584	85.62346277	1.397517629	4.407513315	11.35024247	5.130586338
804703	Jenam/Bhuban-Bokabil	gas	1	NA	NA	NA	NA	13457.68771	46252.72632	100326.8085	50392.97479	48.80372946	181.8264764	484.701166	212.5024855
804801	Eocene to Miocene Composite	oil	1	102.4150978	623.5504233	1689.749885	724.4828873	355.7127594	2235.18831	6654.205867	2697.174905	20.22514874	129.8604374	413.1733117	161.8894596
804801	Eocene to Miocene Composite	gas	1	NA	NA	NA	NA	3842.949532	15740.46015	38680.04031	17823.66769	129.2347322	538.7653369	1399.373533	623.1561823
